uuid	entry	run	subrun	event	dnnsp_class	gauss_class	wiener_class	Thomas-Avinay1_dnnsp_same	Thomas-Avinay1_dnnsp_maxabs	Thomas-Avinay1_dnnsp_ndiff	Thomas-Avinay1_dnnsp_nchan	Thomas-Avinay1_dnnsp_nroi	Thomas-Avinay1_dnnsp_nval	Thomas-Avinay1_gauss_same	Thomas-Avinay1_gauss_maxabs	Thomas-Avinay1_gauss_ndiff	Thomas-Avinay1_gauss_nchan	Thomas-Avinay1_gauss_nroi	Thomas-Avinay1_gauss_nval	Thomas-Avinay1_wiener_same	Thomas-Avinay1_wiener_maxabs	Thomas-Avinay1_wiener_ndiff	Thomas-Avinay1_wiener_nchan	Thomas-Avinay1_wiener_nroi	Thomas-Avinay1_wiener_nval	Thomas-Avinay2_dnnsp_same	Thomas-Avinay2_dnnsp_maxabs	Thomas-Avinay2_dnnsp_ndiff	Thomas-Avinay2_dnnsp_nchan	Thomas-Avinay2_dnnsp_nroi	Thomas-Avinay2_dnnsp_nval	Thomas-Avinay2_gauss_same	Thomas-Avinay2_gauss_maxabs	Thomas-Avinay2_gauss_ndiff	Thomas-Avinay2_gauss_nchan	Thomas-Avinay2_gauss_nroi	Thomas-Avinay2_gauss_nval	Thomas-Avinay2_wiener_same	Thomas-Avinay2_wiener_maxabs	Thomas-Avinay2_wiener_ndiff	Thomas-Avinay2_wiener_nchan	Thomas-Avinay2_wiener_nroi	Thomas-Avinay2_wiener_nval	Avinay1-Avinay2_dnnsp_same	Avinay1-Avinay2_dnnsp_maxabs	Avinay1-Avinay2_dnnsp_ndiff	Avinay1-Avinay2_dnnsp_nchan	Avinay1-Avinay2_dnnsp_nroi	Avinay1-Avinay2_dnnsp_nval	Avinay1-Avinay2_gauss_same	Avinay1-Avinay2_gauss_maxabs	Avinay1-Avinay2_gauss_ndiff	Avinay1-Avinay2_gauss_nchan	Avinay1-Avinay2_gauss_nroi	Avinay1-Avinay2_gauss_nval	Avinay1-Avinay2_wiener_same	Avinay1-Avinay2_wiener_maxabs	Avinay1-Avinay2_wiener_ndiff	Avinay1-Avinay2_wiener_nchan	Avinay1-Avinay2_wiener_nroi	Avinay1-Avinay2_wiener_nval	Thomas_dnnsp_nz	Avinay1_dnnsp_nz	Avinay2_dnnsp_nz	Avinay2_passthrough	Thomas_reco1	Thomas_detsim	Avinay1_reco1	Avinay1_detsim	Avinay2_reco1	Avinay2_detsim
04cb-888a-ffaf-5808	5	1	9	12	T=A1!=A2	T=A1!=A2	T=A1!=A2	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	0.8147427439689636	85	3	2	1	0	7.860000133514404	172	3	3	0	0	13.5	160	3	3	0	0	0.8147427439689636	85	3	2	1	0	7.860000133514404	172	3	3	0	0	13.5	160	3	3	0	311379	311379	311381	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-cc12-8af6-ca79-73af.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-cc12-8af6-ca79-73af.root
04cb-888a-ffaf-5808	6	1	9	13	T=A1!=A2	A1=A2!=T	A1=A2!=T	1	0.0	0	0	0	0	0	18.299999237060547	195	2	2	0	0	20.600000381469727	193	2	2	0	0	2.5781400203704834	139	5	5	0	0	18.299999237060547	195	2	2	0	0	20.600000381469727	193	2	2	0	0	2.5781400203704834	139	5	5	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	393833	393833	393836	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-cc12-8af6-ca79-73af.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-cc12-8af6-ca79-73af.root
04cb-888a-ffaf-5808	7	1	9	14	T=A2!=A1	all_differ	all_differ	0	1.893178105354309	105	5	4	1	0	14.680000305175781	319	3	3	0	0	19.600000381469727	313	3	3	0	1	0.0	0	0	0	0	0	0.8799999952316284	34	1	1	0	0	1.0199999809265137	28	1	1	0	0	1.893178105354309	105	5	4	1	0	14.680000305175781	353	4	4	0	0	19.600000381469727	341	4	4	0	236244	236242	236244	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-cc12-8af6-ca79-73af.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-cc12-8af6-ca79-73af.root
04cb-888a-ffaf-5808	8	1	9	15	T=A2!=A1	T=A2!=A1	T=A2!=A1	0	0.0513458251953125	26	1	0	1	0	13.720000267028809	41	1	1	0	0	15.640000343322754	41	1	1	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	0.0513458251953125	26	1	0	1	0	13.720000267028809	41	1	1	0	0	15.640000343322754	41	1	1	0	358933	358933	358933	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-cc12-8af6-ca79-73af.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-cc12-8af6-ca79-73af.root
0d52-3071-98aa-b25d	0	1	4	1	all_same	T=A1!=A2	T=A1!=A2	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	2.859999895095825	85	3	2	1	0	8.079999923706055	79	3	3	0	1	0.0	0	0	0	0	0	2.859999895095825	85	3	2	1	0	8.079999923706055	79	3	3	0	341558	341558	341558	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-0d52-3071-98aa-b25d.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-0d52-3071-98aa-b25d.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-79f5-2f5d-e962-0cd2.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-79f5-2f5d-e962-0cd2.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-c3fa-15ea-2844-966b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-c3fa-15ea-2844-966b.root
0d52-3071-98aa-b25d	1	1	4	9	all_same	all_same	all_same	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	177236	177236	177236	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-0d52-3071-98aa-b25d.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-0d52-3071-98aa-b25d.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-79f5-2f5d-e962-0cd2.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-79f5-2f5d-e962-0cd2.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-c3fa-15ea-2844-966b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-c3fa-15ea-2844-966b.root
0d52-3071-98aa-b25d	2	1	4	11	all_same	all_same	all_same	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	339811	339811	339811	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-0d52-3071-98aa-b25d.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-0d52-3071-98aa-b25d.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-79f5-2f5d-e962-0cd2.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-79f5-2f5d-e962-0cd2.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-c3fa-15ea-2844-966b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-c3fa-15ea-2844-966b.root
1726-908d-e4eb-b537	0	1	0	1	all_same	T=A1!=A2	T=A1!=A2	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	13.859999656677246	47	1	1	0	0	15.739999771118164	47	1	1	0	1	0.0	0	0	0	0	0	13.859999656677246	47	1	1	0	0	15.739999771118164	47	1	1	0	322159	322159	322159	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
1726-908d-e4eb-b537	1	1	0	2	T=A1!=A2	all_differ	all_differ	1	0.0	0	0	0	0	0	21.0	122	1	1	0	0	23.420000076293945	121	1	1	0	0	2.68839955329895	54	6	6	0	0	21.0	222	4	4	0	0	23.420000076293945	206	4	4	0	0	2.68839955329895	54	6	6	0	0	4.039999961853027	100	3	3	0	0	6.5	85	3	3	0	262540	262540	262558	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
1726-908d-e4eb-b537	2	1	0	6	T=A1!=A2	T=A1!=A2	T=A1!=A2	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	2.048551082611084	223	5	4	1	0	4.840000152587891	80	3	3	0	0	7.860000133514404	68	3	3	0	0	2.048551082611084	223	5	4	1	0	4.840000152587891	80	3	3	0	0	7.860000133514404	68	3	3	0	488593	488593	488588	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
1726-908d-e4eb-b537	3	1	0	7	all_same	all_same	all_same	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	288470	288470	288470	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
1726-908d-e4eb-b537	4	1	0	9	all_same	all_same	all_same	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	350447	350447	350447	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
1726-908d-e4eb-b537	5	1	0	10	all_same	T=A1!=A2	T=A1!=A2	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	6.739999771118164	212	2	2	0	0	8.5600004196167	212	2	2	0	1	0.0	0	0	0	0	0	6.739999771118164	212	2	2	0	0	8.5600004196167	212	2	2	0	323099	323099	323099	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
1726-908d-e4eb-b537	6	1	0	11	A1=A2!=T	all_differ	all_differ	0	4.924520492553711	65	3	3	0	0	6.960000038146973	176	5	5	0	0	9.640000343322754	162	5	5	0	0	4.924520492553711	65	3	3	0	0	6.960000038146973	144	4	4	0	0	9.640000343322754	131	4	4	0	1	0.0	0	0	0	0	0	2.180000066757202	114	3	3	0	0	5.119999885559082	97	3	3	0	312355	312354	312354	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-3369-77d3-617d-5f4c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-3369-77d3-617d-5f4c.root
17b2-7a19-0173-eaa0	0	1	1	1	all_same	T=A1!=A2	T=A1!=A2	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	2.5399999618530273	69	1	1	0	0	6.559999942779541	64	1	1	0	1	0.0	0	0	0	0	0	2.5399999618530273	69	1	1	0	0	6.559999942779541	64	1	1	0	367002	367002	367002	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-69e5-13ee-bef6-0433.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-69e5-13ee-bef6-0433.root
17b2-7a19-0173-eaa0	1	1	1	2	T=A1!=A2	all_same	all_same	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	0.30005767941474915	36	3	3	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	0	0.30005767941474915	36	3	3	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	705328	705328	705336	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-69e5-13ee-bef6-0433.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-69e5-13ee-bef6-0433.root
17b2-7a19-0173-eaa0	2	1	1	3	all_same	all_same	all_same	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	235099	235099	235099	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-69e5-13ee-bef6-0433.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-69e5-13ee-bef6-0433.root
17b2-7a19-0173-eaa0	3	1	1	8	all_same	all_differ	all_differ	1	0.0	0	0	0	0	0	9.020000457763672	383	9	8	1	0	10.420000076293945	322	9	7	2	1	0.0	0	0	0	0	0	0.30000001192092896	75	3	2	1	0	0.8199999928474426	66	3	2	1	1	0.0	0	0	0	0	0	9.020000457763672	308	6	6	0	0	10.420000076293945	256	6	5	1	417622	417622	417622	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-69e5-13ee-bef6-0433.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-69e5-13ee-bef6-0433.root
17b2-7a19-0173-eaa0	4	1	1	15	all_same	A1=A2!=T	A1=A2!=T	1	0.0	0	0	0	0	0	5.039999961853027	85	3	3	0	0	5.980000019073486	77	3	3	0	1	0.0	0	0	0	0	0	5.039999961853027	85	3	3	0	0	5.980000019073486	77	3	3	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	1	0.0	0	0	0	0	315809	315809	315809	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/reco1/000000/000000/reco1-detsim-69e5-13ee-bef6-0433.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-rerun-20260924/detsim/000000/000000/detsim-69e5-13ee-bef6-0433.root
