uuid	entry	run	subrun	event	dnnsp_reco1_same	dnnsp_detsim_same	gauss_same	wiener_same	dnnsp_maxabs	dnnsp_ndiff	dnnsp_sumT	dnnsp_sumA	gauss_maxabs	gauss_ndiff	wiener_maxabs	wiener_ndiff	passthrough_T	passthrough_A	T_reco1	A_reco1	T_detsim	A_detsim
04cb-888a-ffaf-5808	5	1	9	12	1	1	1	1	0.0	0	6977106.0	6977106.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root
04cb-888a-ffaf-5808	6	1	9	13	1	1	0	0	0.0	0	9697991.0	9697991.0	18.299999237060547	195	20.600000381469727	193	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root
04cb-888a-ffaf-5808	7	1	9	14	0	0	0	0	1.893178105354309	105	4968439.0	4968434.5	14.680000305175781	319	19.600000381469727	313	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root
04cb-888a-ffaf-5808	8	1	9	15	0	0	0	0	0.0513458251953125	26	8938158.0	8938157.0	13.720000267028809	41	15.640000343322754	41	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-915f-0edc-5b3a-8c09.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-04cb-888a-ffaf-5808.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-915f-0edc-5b3a-8c09.root
18ed-55fe-aa14-04ee	0	1	5	6	1	1	0	0	0.0	0	10655788.0	10655788.0	7.5	215	11.739999771118164	191	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-9ce2-28f9-3052-92be.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-9ce2-28f9-3052-92be.root
18ed-55fe-aa14-04ee	1	1	5	9	1	1	1	1	0.0	0	3089114.0	3089114.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-9ce2-28f9-3052-92be.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-9ce2-28f9-3052-92be.root
18ed-55fe-aa14-04ee	2	1	5	10	1	1	1	1	0.0	0	6922671.0	6922671.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-9ce2-28f9-3052-92be.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-9ce2-28f9-3052-92be.root
18ed-55fe-aa14-04ee	3	1	5	13	1	1	1	1	0.0	0	6205353.0	6205353.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-9ce2-28f9-3052-92be.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-9ce2-28f9-3052-92be.root
18ed-55fe-aa14-04ee	4	1	5	14	1	1	0	0	0.0	0	9385021.0	9385021.0	1.2400000095367432	50	1.5799999237060547	37	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-9ce2-28f9-3052-92be.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-18ed-55fe-aa14-04ee.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-9ce2-28f9-3052-92be.root
199e-ec8c-cfaf-a30e	0	1	19	3	1	1	0	0	0.0	0	12010774.0	12010774.0	12.819999694824219	42	13.739999771118164	37	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-a341-b33e-3d08-f115.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-a341-b33e-3d08-f115.root
199e-ec8c-cfaf-a30e	1	1	19	5	1	1	1	1	0.0	0	4924623.5	4924623.5	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-a341-b33e-3d08-f115.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-a341-b33e-3d08-f115.root
199e-ec8c-cfaf-a30e	2	1	19	8	0	0	0	0	2.8375067710876465	125	7182780.5	7182709.0	3.0	246	5.699999809265137	193	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-a341-b33e-3d08-f115.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-a341-b33e-3d08-f115.root
199e-ec8c-cfaf-a30e	3	1	19	9	1	1	0	0	0.0	0	3721602.5	3721602.5	17.34000015258789	126	20.1200008392334	126	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-a341-b33e-3d08-f115.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-a341-b33e-3d08-f115.root
199e-ec8c-cfaf-a30e	4	1	19	10	1	1	1	1	0.0	0	12322261.0	12322261.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-a341-b33e-3d08-f115.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-a341-b33e-3d08-f115.root
199e-ec8c-cfaf-a30e	5	1	19	15	1	1	1	1	0.0	0	9156758.0	9156758.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-a341-b33e-3d08-f115.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-199e-ec8c-cfaf-a30e.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-a341-b33e-3d08-f115.root
4f85-52bc-5313-6d4b	0	1	11	12	1	1	1	1	0.0	0	3247757.5	3247757.5	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-4f85-52bc-5313-6d4b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cb93-8c7b-6697-bd24.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-4f85-52bc-5313-6d4b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cb93-8c7b-6697-bd24.root
4f85-52bc-5313-6d4b	1	1	11	14	1	1	0	0	0.0	0	6692554.0	6692554.0	11.779999732971191	62	18.540000915527344	54	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-4f85-52bc-5313-6d4b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cb93-8c7b-6697-bd24.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-4f85-52bc-5313-6d4b.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cb93-8c7b-6697-bd24.root
006f-92f1-9cdf-bb8c	0	1	16	1	1	1	0	0	0.0	0	5394134.0	5394134.0	2.319999933242798	93	3.8799996376037598	63	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cbe9-1524-0b94-fa86.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cbe9-1524-0b94-fa86.root
006f-92f1-9cdf-bb8c	1	1	16	2	0	0	1	1	2.276324510574341	33	12959644.0	12959684.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cbe9-1524-0b94-fa86.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cbe9-1524-0b94-fa86.root
006f-92f1-9cdf-bb8c	2	1	16	6	1	1	1	1	0.0	0	7290699.0	7290699.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cbe9-1524-0b94-fa86.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cbe9-1524-0b94-fa86.root
006f-92f1-9cdf-bb8c	3	1	16	10	1	1	1	1	0.0	0	7623583.5	7623583.5	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cbe9-1524-0b94-fa86.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cbe9-1524-0b94-fa86.root
006f-92f1-9cdf-bb8c	4	1	16	13	1	1	1	1	0.0	0	11780192.0	11780192.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-cbe9-1524-0b94-fa86.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-006f-92f1-9cdf-bb8c.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-cbe9-1524-0b94-fa86.root
1726-908d-e4eb-b537	0	1	0	1	1	1	1	1	0.0	0	7350577.0	7350577.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
1726-908d-e4eb-b537	1	1	0	2	1	1	0	0	0.0	0	5856932.5	5856932.5	21.0	122	23.420000076293945	121	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
1726-908d-e4eb-b537	2	1	0	6	1	1	1	1	0.0	0	11742012.0	11742012.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
1726-908d-e4eb-b537	3	1	0	7	1	1	1	1	0.0	0	6756294.0	6756294.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
1726-908d-e4eb-b537	4	1	0	9	1	1	1	1	0.0	0	8086278.5	8086278.5	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
1726-908d-e4eb-b537	5	1	0	10	1	1	1	1	0.0	0	7513497.0	7513497.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
1726-908d-e4eb-b537	6	1	0	11	0	0	0	0	4.924520492553711	65	6664617.0	6664629.0	6.960000038146973	176	9.640000343322754	162	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e24d-b298-374f-a860.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-1726-908d-e4eb-b537.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e24d-b298-374f-a860.root
a580-6d02-29fd-d041	0	1	18	1	1	1	1	1	0.0	0	7781471.0	7781471.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-a580-6d02-29fd-d041.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-e9fe-b219-3a5c-3f27.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-a580-6d02-29fd-d041.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-e9fe-b219-3a5c-3f27.root
17b2-7a19-0173-eaa0	0	1	1	1	1	1	1	1	0.0	0	8780542.0	8780542.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root
17b2-7a19-0173-eaa0	1	1	1	2	1	1	1	1	0.0	0	17653298.0	17653298.0	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root
17b2-7a19-0173-eaa0	2	1	1	3	1	1	1	1	0.0	0	5384669.5	5384669.5	0.0	0	0.0	0	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root
17b2-7a19-0173-eaa0	3	1	1	8	1	1	0	0	0.0	0	9991136.0	9991136.0	9.020000457763672	383	10.420000076293945	322	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root
17b2-7a19-0173-eaa0	4	1	1	15	1	1	0	0	0.0	0	7302697.5	7302697.5	5.039999961853027	85	5.980000019073486	77	1	1	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/reco1/000000/000000/reco1-detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/reco1/000000/000000/reco1-detsim-ef7a-afec-17aa-6281.root	/lus/flare/projects/neutrinoGPU/twester/scratch/sbnd_gen2_full/detsim/000000/000000/detsim-g4-gen-17b2-7a19-0173-eaa0.root	/lus/flare/projects/neutrinoGPU/abhat/sbnd/thomas-g4-parsl-reproduction-20260921/detsim/000000/000000/detsim-ef7a-afec-17aa-6281.root
