run	subrun	event	n_nu	inu	nu_pdg	ccnc	mode	interaction_type	E_nu_MeV	vtx_x_cm	vtx_y_cm	vtx_z_cm	t_ns	lepton_pdg	target_pdg	n_genie_particles	in_active_tpc
294	50	2341	3	2	12	0	0	1001	839.42	-29.32	168.32	221.90	333.7	11	1000180400	8	1
294	50	4659	2	0	12	0	0	1001	1181.23	40.20	141.63	119.38	235.9	11	1000180400	10	1
294	50	4659	2	1	14	0	0	1001	480.82	303.29	536.73	-378.11	748.8	13	1000130270	15	0
294	50	4994	3	0	12	0	0	1001	287.81	87.61	203.61	63.75	326.1	11	1000180400	10	0
294	50	4994	3	1	14	1	1	1006	693.35	-647.73	-199.91	477.05	1571.0	14	1000140280	12	0
294	50	4994	3	2	14	0	0	1001	511.11	-585.84	96.46	-172.72	756.1	13	1000120240	8	0
294	50	5254	3	0	12	0	1	1003	1013.04	-86.26	-170.25	116.72	1332.9	11	1000180400	13	1
294	50	5254	3	1	14	0	0	1001	1972.25	93.29	-17.77	-277.36	505.4	13	1000200400	8	0
294	50	5254	3	2	14	1	0	1002	2663.45	428.98	-280.37	-607.80	210.3	14	1000120240	9	0
294	50	5979	2	0	-12	0	1	1000	1552.96	-0.12	-186.67	302.83	1470.8	-11	1000180400	11	1
294	50	5979	2	1	14	0	0	1001	661.73	190.89	162.34	16.18	875.3	13	1000180400	9	1
294	50	6823	2	0	14	0	2	1091	1958.17	-91.84	-661.64	-474.21	404.6	13	1000140280	14	0
294	50	6823	2	1	12	0	0	1001	631.40	-85.81	-12.65	474.51	152.3	11	1000180400	10	1
294	50	7564	1	0	12	0	1	1003	973.58	-159.69	-33.49	473.27	531.5	11	1000180400	12	1
294	50	7928	1	0	12	0	1	1005	2992.01	47.73	199.48	292.80	522.9	11	1000180400	14	1
294	50	8850	2	0	12	0	1	1004	1663.30	194.90	57.58	419.51	1569.3	11	1000180400	22	1
294	50	8850	2	1	14	1	0	1002	402.19	604.41	117.36	-462.56	384.2	14	1000120240	12	0
294	50	10247	2	0	12	0	0	1001	528.91	-142.57	138.57	298.02	638.7	11	1000180400	8	1
294	50	10247	2	1	14	1	0	1002	903.58	-180.80	-122.92	-428.86	1048.5	14	1000200400	10	0
294	50	11721	4	0	14	0	1	1004	963.86	515.76	82.97	483.72	684.7	13	1000080160	12	0
294	50	11721	4	1	14	0	0	1001	832.55	-43.06	352.43	114.63	121.5	13	1000260560	8	0
294	50	11721	4	2	14	0	1	1005	2985.37	-517.60	257.61	597.78	1198.2	13	1000260560	12	0
294	50	11721	4	3	12	0	0	1001	595.67	-108.34	117.34	270.24	278.6	11	1000180400	9	1
296	97	169	1	0	12	0	1	1000	2567.21	-106.40	-23.07	125.91	1145.4	11	1000180400	21	1
296	97	725	1	0	12	0	1	1003	2048.45	3.34	17.40	353.21	244.2	11	1000180400	12	1
296	97	1553	1	0	12	0	2	1091	1472.86	-143.95	67.11	439.36	206.6	11	1000180400	15	1
296	97	3391	2	0	12	0	10	1000	1010.89	-198.10	127.96	107.37	821.5	11	1000180400	37	1
296	97	3391	2	1	14	0	0	1001	1851.19	-476.48	-706.96	167.10	1050.9	13	1000110230	8	0
296	97	5657	1	0	12	0	2	1091	3345.70	-157.31	-86.24	287.85	204.6	11	1000180400	16	1
296	97	5717	2	0	14	1	0	1002	371.07	489.12	35.14	-167.00	1474.8	14	1000140280	9	0
296	97	5717	2	1	12	0	2	1091	1479.79	-163.36	-51.61	433.77	1020.9	11	1000180400	23	1
296	97	6588	2	0	14	1	0	1002	832.40	-108.41	-585.32	630.65	102.1	14	1000110230	10	0
296	97	6588	2	1	-12	0	10	1000	910.78	-169.68	192.73	51.81	1063.5	-11	1000180400	12	1
296	97	7232	2	0	12	0	0	1001	1967.21	54.09	-49.97	98.90	1463.8	11	1000180400	9	1
296	97	7232	2	1	14	1	2	1092	2274.78	-180.71	-667.35	182.76	1468.2	14	1000080160	14	0
296	97	8560	2	0	12	0	10	1000	848.62	-199.78	-13.07	18.27	760.0	11	1000180400	11	1
296	97	8560	2	1	14	0	0	1001	607.99	154.16	-487.98	-302.72	826.2	13	1000140280	9	0
296	97	10801	2	0	14	1	0	1002	351.94	252.90	430.87	-384.50	425.5	14	1000080160	15	0
296	97	10801	2	1	12	0	1	1005	2742.56	-57.75	-87.50	127.26	650.1	11	1000180400	13	1
294	56	185	3	0	-12	0	0	1001	2646.94	-17.40	-175.16	68.21	1178.5	-11	1000180400	8	1
294	56	185	3	1	14	0	0	1001	359.64	628.47	-458.94	-211.13	1039.2	13	1000080160	9	0
294	56	185	3	2	14	0	1	1000	3411.10	44.19	-16.27	-438.28	1370.8	13	1000140280	13	0
294	56	2037	2	0	12	0	0	1001	1517.68	22.42	-42.82	471.42	703.0	11	1000180400	13	1
294	56	2037	2	1	14	0	0	1001	1939.30	-140.68	46.35	-491.78	196.6	13	1000080160	12	0
294	56	8094	3	0	12	0	1	1003	1421.81	134.31	99.16	286.42	504.7	11	1000180400	13	1
294	56	8094	3	1	14	0	10	1000	2715.55	-18.47	190.12	-321.93	617.8	13	1000200400	26	0
294	56	8094	3	2	14	1	2	1092	1429.30	-331.24	-285.53	970.19	1211.0	14	1000140280	16	0
294	56	10960	2	0	14	1	0	1002	745.32	-578.75	-329.30	971.28	907.3	14	1000080160	10	0
294	56	10960	2	1	12	0	1	1004	1694.69	131.33	-74.41	466.80	246.3	11	1000180400	14	1
293	64	899	4	0	-14	0	0	1001	1680.96	-309.84	-434.36	-434.06	367.1	-13	1000080160	8	0
293	64	899	4	1	14	0	0	1001	433.92	93.75	641.50	-415.55	691.6	13	1000140280	12	0
293	64	899	4	2	14	0	0	1001	619.62	176.20	-113.84	-327.49	1375.6	13	1000080160	10	0
293	64	899	4	3	12	0	0	1001	1469.55	193.83	-95.93	171.58	461.5	11	1000180400	11	1
293	64	2676	3	0	14	0	0	1001	2068.68	-564.54	-123.98	920.71	1263.5	13	1000130270	9	0
293	64	2676	3	1	12	0	1	1005	1827.17	100.60	-47.77	368.06	807.9	11	1000180400	20	1
293	64	2676	3	2	14	1	0	1002	2308.43	88.37	438.40	-431.41	141.0	14	1000200400	9	0
293	64	7591	3	0	14	0	0	1001	1902.74	-632.15	-443.52	-158.17	697.5	13	1000140280	8	0
293	64	7591	3	1	12	0	10	1000	1294.42	-38.15	-84.24	93.88	1502.8	11	1000180400	19	1
293	64	7591	3	2	14	1	0	1002	747.65	-553.98	-151.44	896.56	1171.0	14	1000200400	9	0
293	64	8782	2	0	12	0	1	1003	1077.90	19.05	-147.08	401.90	431.8	11	1000180400	13	1
293	64	8782	2	1	14	1	1	1008	782.99	218.87	185.49	-56.95	1044.3	14	1000180400	13	0
293	64	10168	3	0	14	1	0	1002	469.89	550.37	128.10	453.34	91.7	14	1000120240	15	0
293	64	10168	3	1	12	0	0	1001	560.83	-82.74	85.84	24.10	62.0	11	1000180400	9	1
293	64	10168	3	2	14	0	0	1001	250.19	-159.28	-311.65	-201.33	1019.4	13	1000130270	9	0
300	6	495	3	0	14	0	0	1001	592.10	166.45	-187.58	982.05	358.6	13	1000080160	8	0
300	6	495	3	1	14	0	1	1004	1303.93	-80.54	-58.31	-278.36	1547.4	13	1000080160	13	0
300	6	495	3	2	12	0	10	1000	699.27	110.98	108.46	142.71	102.6	11	1000180400	12	1
300	6	1685	1	0	12	0	1	1003	731.15	-73.72	-8.65	345.90	735.3	11	1000180400	45	1
300	6	4403	3	0	14	1	0	1002	339.28	251.07	246.55	-387.53	445.8	14	1000200400	9	0
300	6	4403	3	1	-14	0	0	1001	970.11	-101.19	138.02	-25.24	743.3	-13	1000180400	10	0
300	6	4403	3	2	12	0	10	1000	913.69	79.17	-201.17	451.26	548.5	11	1000180400	18	0
300	6	4952	2	0	12	0	1	1005	1500.28	-20.29	146.30	116.48	387.9	11	1000180400	13	1
300	6	4952	2	1	14	0	0	1001	3662.09	411.56	-190.98	-616.68	511.6	13	1000200400	8	0
300	6	8528	3	0	14	0	1	1003	1274.88	-682.41	-432.58	-285.72	522.5	13	1000080160	12	0
300	6	8528	3	1	12	0	0	1001	826.56	-49.04	-68.88	121.40	707.7	11	1000180400	12	1
300	6	8528	3	2	14	1	0	1002	657.29	434.13	-18.09	-450.84	820.2	14	1000080160	10	0
300	6	10108	1	0	12	0	1	1003	1298.75	-77.29	164.00	466.07	1571.6	11	1000180400	13	1
300	6	10156	1	0	12	0	1	1003	1319.82	-141.96	45.69	434.65	1493.0	11	1000180400	11	1
300	6	11579	2	0	14	1	0	1002	1091.35	-667.41	-117.13	973.12	1455.0	14	1000140280	9	0
300	6	11579	2	1	12	0	10	1000	946.30	-158.71	-175.28	111.92	1465.5	11	1000180400	36	1
300	6	12011	1	0	12	0	1	1003	1135.39	-30.07	108.38	210.81	955.7	11	1000180400	12	1
295	11	2088	3	0	14	0	1	1003	1920.69	494.75	314.40	788.38	690.0	13	1000200400	18	0
295	11	2088	3	1	12	0	1	1004	1045.74	-37.80	53.54	101.00	1333.3	11	1000180400	17	1
295	11	2088	3	2	14	0	1	1003	535.35	-536.22	41.00	155.76	350.4	13	1000140280	11	0
295	11	2642	2	0	14	1	0	1002	1224.11	-460.82	-390.82	984.28	1057.7	14	1000140280	9	0
295	11	2642	2	1	12	0	10	1000	1786.98	192.75	-200.41	193.31	85.2	11	1000180400	17	0
295	11	2939	2	0	12	0	2	1091	3661.73	113.88	-66.47	96.92	974.4	11	1000180400	13	1
295	11	2939	2	1	14	0	1	1003	888.08	115.53	-157.81	-423.47	577.9	13	1000080160	12	0
295	11	3106	2	0	14	1	0	1002	802.41	-143.94	-407.71	-255.23	373.3	14	1000080160	8	0
295	11	3106	2	1	12	0	10	1000	1043.49	-23.80	-109.98	183.80	1031.0	11	1000180400	11	1
295	11	4306	1	0	12	0	10	1000	901.03	174.44	-95.11	341.03	527.1	11	1000180400	12	1
295	11	8404	3	0	14	1	10	1000	4012.83	196.74	150.15	638.59	518.0	14	1000180400	16	0
295	11	8404	3	1	14	1	0	1002	286.07	259.70	-488.74	-404.21	1031.6	14	1000080160	12	0
295	11	8404	3	2	12	0	2	1091	1727.04	-148.03	149.47	471.00	890.7	11	1000180400	17	1
295	11	8802	2	0	14	1	0	1002	240.78	615.35	-70.72	815.65	709.8	14	1000120240	13	0
295	11	8802	2	1	12	0	10	1000	1118.04	-48.88	-103.75	15.02	705.3	11	1000180400	23	1
295	11	10895	3	0	14	0	0	1001	412.39	568.03	-400.94	-195.85	1359.5	13	1000140280	9	0
295	11	10895	3	1	14	0	0	1001	468.41	-26.94	142.21	396.71	1155.6	13	1000180400	9	1
295	11	10895	3	2	12	0	1	1003	886.19	193.25	-137.60	50.56	857.0	11	1000180400	12	1
295	11	10996	1	0	12	0	0	1001	1562.59	-192.66	202.00	36.50	420.4	11	1000180400	9	0
295	11	11170	2	0	14	1	1	1008	1427.56	-585.92	446.33	502.73	378.6	14	1000160320	11	0
295	11	11170	2	1	12	0	0	1001	686.89	-32.42	23.65	231.59	199.6	11	1000180400	9	1
295	11	11262	2	0	14	0	1	1005	2176.50	-287.76	-326.78	-568.07	758.6	13	1000080160	12	0
295	11	11262	2	1	12	0	1	1004	1416.28	106.79	-135.52	54.95	1481.4	11	1000180400	25	1
295	11	12047	3	0	14	0	0	1001	394.07	-17.82	-555.22	-214.65	1057.1	13	1000140280	22	0
295	11	12047	3	1	14	0	0	1001	993.76	-44.49	58.12	175.04	463.8	13	1000180400	12	1
295	11	12047	3	2	12	0	10	1000	1579.74	-160.37	139.86	160.38	1294.6	11	1000180400	17	1
296	88	447	2	0	12	0	0	1001	2950.54	108.81	-71.15	251.08	389.0	11	1000180400	9	1
296	88	447	2	1	14	0	2	1091	4512.54	253.38	48.21	-1185.71	910.8	13	1000140280	16	0
296	88	1166	2	0	12	0	10	1000	1318.41	-110.82	0.59	178.81	1221.5	11	1000180400	18	1
296	88	1166	2	1	14	1	2	1092	3702.50	207.66	-2.48	546.44	606.9	14	1000180400	13	0
296	88	4176	3	0	14	0	0	1001	568.09	173.78	-584.44	74.80	781.2	13	1000140280	8	0
296	88	4176	3	1	14	0	10	1000	886.02	-73.47	234.67	-412.05	1503.9	13	1000200400	12	0
296	88	4176	3	2	12	0	0	1001	1292.14	142.63	-85.86	61.14	933.6	11	1000180400	12	1
296	88	4463	5	0	14	1	0	1002	591.23	-479.29	-485.83	306.01	998.8	14	1000260560	10	0
296	88	4463	5	1	12	0	1	1003	1390.00	159.18	-122.95	320.92	333.3	11	1000180400	12	1
296	88	4463	5	2	14	1	0	1002	806.18	-110.27	25.84	-477.53	1522.6	14	1000200400	15	0
296	88	4463	5	3	14	0	0	1001	636.98	-129.84	-519.41	-89.59	550.7	13	1000110230	9	0
296	88	4463	5	4	14	0	0	1001	395.76	549.53	-485.56	-251.60	165.7	13	1000110230	8	0
296	88	7014	3	0	14	0	0	1001	650.49	-301.12	226.14	58.81	859.2	13	1000060120	12	0
296	88	7014	3	1	14	0	0	1001	431.16	350.38	22.67	-364.08	543.5	13	1000080160	8	0
296	88	7014	3	2	12	0	0	1001	616.11	126.98	111.18	245.64	144.3	11	1000180400	37	1
296	88	8064	1	0	12	0	1	1004	1758.88	187.86	22.52	47.41	858.3	11	1000180400	18	1
296	88	12108	3	0	14	1	1	1006	4617.07	-208.76	374.15	117.74	687.8	14	1000260560	15	0
296	88	12108	3	1	14	0	0	1001	804.07	63.83	279.23	-292.65	1509.8	13	1000080160	13	0
296	88	12108	3	2	12	0	1	1005	3423.64	180.87	-9.64	246.62	862.9	11	1000180400	37	1
296	88	12391	2	0	12	0	1	1005	2752.17	39.43	52.15	316.85	790.6	11	1000180400	13	1
296	88	12391	2	1	14	1	0	1002	755.68	-178.89	127.87	335.71	1018.9	14	1000180400	20	1
293	94	233	1	0	12	0	1	1004	800.33	-193.31	-40.38	497.66	548.9	11	1000180400	25	1
293	94	1106	1	0	12	0	1	1004	1160.18	-177.36	57.80	393.45	1114.6	11	1000180400	16	1
293	94	1877	2	0	14	1	0	1002	1246.61	600.70	-192.53	188.20	670.4	14	1000120240	25	0
293	94	1877	2	1	12	0	2	1091	2578.01	62.14	49.85	347.81	960.8	11	1000180400	23	1
293	94	2639	3	0	14	1	0	1002	320.72	-458.12	-198.38	-293.42	810.2	14	1000080160	17	0
293	94	2639	3	1	12	0	10	1000	924.73	-99.28	-136.82	455.38	662.6	11	1000180400	11	1
293	94	2639	3	2	14	0	1	1003	2929.83	-292.50	218.45	978.23	811.0	13	1000140280	11	0
293	94	5776	2	0	14	0	0	1001	744.54	84.73	-12.04	578.91	1425.0	13	1000180400	14	0
293	94	5776	2	1	12	0	1	1003	1374.79	-51.90	-69.67	360.72	792.4	11	1000180400	12	1
293	94	7493	1	0	12	0	0	1001	1131.96	-9.33	-20.68	371.78	113.4	11	1000180400	9	1
293	94	7725	3	0	14	1	0	1002	4632.45	519.68	33.43	195.86	1429.0	14	1000140280	11	0
293	94	7725	3	1	12	0	0	1001	120.74	202.04	-112.11	14.63	1275.6	11	1000180400	16	0
293	94	7725	3	2	14	0	0	1001	408.25	391.69	-116.41	-434.66	484.1	13	1000080160	8	0
293	94	8424	2	0	12	0	0	1001	1161.80	-112.53	139.68	395.09	886.6	11	1000180400	10	1
293	94	8424	2	1	14	0	1	1004	1679.70	47.86	-137.93	239.01	1260.9	13	1000180400	26	1
293	94	10548	1	0	12	0	0	1001	1316.26	-164.45	-101.86	225.53	1259.4	11	1000180400	9	1
293	94	10701	2	0	12	0	1	1003	1753.07	-60.06	-168.66	296.57	752.6	11	1000180400	31	1
293	94	10701	2	1	14	1	1	1006	978.66	152.77	64.89	31.91	760.5	14	1000180400	12	1
294	17	462	2	0	14	0	10	1000	284.02	-528.04	213.60	-300.34	561.5	13	1000080160	11	0
294	17	462	2	1	12	0	1	1003	2221.20	-56.50	-197.34	100.00	555.8	11	1000180400	16	1
294	17	887	1	0	12	0	1	1003	1818.86	-51.93	-86.97	225.30	1392.9	11	1000180400	36	1
294	17	5173	3	0	14	0	0	1001	1006.84	-8.59	-219.97	-362.44	350.4	13	1000140280	8	0
294	17	5173	3	1	14	0	0	1001	2703.97	-587.72	-25.34	-365.41	370.2	13	1000200400	9	0
294	17	5173	3	2	12	0	0	1001	252.71	12.34	71.63	409.47	1231.6	11	1000180400	9	1
294	17	9212	1	0	12	0	2	1091	2208.47	-180.34	-169.55	103.55	367.4	11	1000180400	12	1
294	17	11241	2	0	12	0	0	1001	1547.32	-0.82	2.39	328.76	602.1	11	1000240520	8	1
294	17	11241	2	1	14	0	0	1001	2899.30	-80.66	49.03	2.67	646.6	13	1000180400	23	1
295	37	1564	1	0	12	0	10	1000	793.11	174.34	-139.34	128.67	877.8	11	1000180400	12	1
295	37	3827	3	0	14	0	0	1001	1448.43	-115.27	-113.87	979.99	701.2	13	1000080160	17	0
295	37	3827	3	1	12	0	1	1005	1826.41	6.98	-37.27	100.42	384.4	11	1000180400	16	1
295	37	3827	3	2	14	0	1	1000	2127.38	-39.92	66.53	573.81	1309.2	13	1000180400	19	0
295	37	4353	2	0	14	0	1	1004	729.51	195.72	-490.12	-447.25	896.9	13	1000110230	12	0
295	37	4353	2	1	12	0	1	1003	1331.53	113.43	46.14	447.85	1288.1	11	1000180400	13	1
295	37	5487	1	0	12	0	0	1001	1271.97	-64.23	-118.19	33.94	231.1	11	1000180400	9	1
295	37	6933	2	0	14	0	0	1001	690.77	-491.90	104.43	931.39	677.1	13	1000260560	8	0
295	37	6933	2	1	12	0	1	1005	3168.84	-174.60	-146.65	226.08	332.9	11	1000180400	11	1
295	37	7291	1	0	12	0	0	1001	477.31	120.35	128.99	18.60	1366.1	11	1000180400	15	1
295	37	7797	2	0	12	0	2	1091	2861.74	-24.52	117.55	127.23	463.9	11	1000180400	14	1
295	37	7797	2	1	14	0	2	1091	2499.61	380.71	-622.47	1183.78	137.3	13	1000080160	14	0
295	37	11819	1	0	12	0	1	1003	1557.25	193.67	-156.26	308.24	923.6	11	1000180400	11	1
293	93	349	2	0	14	1	1	1006	3454.28	471.60	-65.13	1022.14	1342.6	14	1000200400	11	0
293	93	349	2	1	12	0	0	1001	736.85	108.43	-72.58	131.56	577.2	11	1000180400	9	1
293	93	363	2	0	14	0	0	1001	284.63	513.57	-1.48	612.52	1329.5	13	1000260560	11	0
293	93	363	2	1	12	0	0	1001	460.76	199.10	24.83	203.88	464.2	11	1000180400	8	1
293	93	682	1	0	12	0	1	1003	2194.99	8.66	-161.81	6.28	342.8	11	1000180400	25	1
293	93	831	1	0	12	0	1	1004	2280.25	103.76	18.11	97.40	1235.5	11	1000180400	18	1
293	93	2078	2	0	14	1	0	1002	663.57	9.64	212.66	509.64	966.8	14	1000180400	10	0
293	93	2078	2	1	12	0	0	1001	964.41	171.77	89.27	165.45	1144.2	11	1000180400	8	1
293	93	2519	2	0	14	0	10	1000	2856.31	-244.66	330.80	-857.04	768.4	13	1000080160	11	0
293	93	2519	2	1	12	0	1	1003	1187.05	-45.54	100.86	353.65	943.5	11	1000180400	23	1
293	93	2706	2	0	14	0	0	1001	989.98	-105.79	-42.00	264.71	335.0	13	1000180400	9	1
293	93	2706	2	1	12	0	0	1001	679.85	189.03	77.14	84.05	858.0	11	1000180400	9	1
293	93	3929	2	0	14	0	0	1001	351.89	528.79	247.56	873.48	1530.2	13	1000080160	8	0
293	93	3929	2	1	12	0	0	1001	955.43	-142.07	-19.30	430.11	320.4	11	1000180400	10	1
293	93	4516	1	0	12	0	0	1001	718.80	142.53	-28.25	344.30	410.4	11	1000180400	9	1
293	93	4628	2	0	12	0	1	1003	974.43	198.82	83.47	275.94	542.4	11	1000180400	11	1
293	93	4628	2	1	14	0	0	1001	747.60	-546.24	322.49	567.02	421.0	13	1000140280	9	0
293	93	6517	3	0	12	0	1	1000	2131.60	168.60	-81.09	113.56	443.0	11	1000180400	20	1
293	93	6517	3	1	14	1	0	1002	1168.49	-75.41	197.73	493.30	1137.4	14	1000180400	36	1
293	93	6517	3	2	14	1	2	1092	1106.74	489.88	263.99	-475.70	479.8	14	1000080160	13	0
293	93	8408	1	0	12	0	0	1001	1225.40	176.61	-5.30	281.42	1429.5	11	1000180400	13	1
293	93	10963	2	0	14	1	0	1002	304.12	223.82	-289.53	-368.97	83.8	14	1000080160	10	0
293	93	10963	2	1	12	0	1	1003	4160.60	67.22	147.25	325.01	1075.5	11	1000180400	12	1
293	93	11164	1	0	12	0	1	1005	2461.39	30.94	98.52	31.99	1517.8	11	1000180400	22	1
295	4	789	2	0	12	0	0	1001	2854.27	-91.15	95.63	73.23	1519.9	11	1000180400	8	1
295	4	789	2	1	14	0	0	1001	2062.59	-13.21	-512.76	177.44	1448.7	13	1000080160	8	0
295	4	3220	1	0	12	0	0	1001	1279.85	-58.38	-120.97	295.29	863.3	11	1000180400	15	1
295	4	3245	2	0	12	0	0	1001	983.76	164.61	129.25	361.54	1209.1	11	1000180400	8	1
295	4	3245	2	1	14	0	2	1091	1882.75	12.71	-195.53	-454.11	992.0	13	1000080160	14	0
295	4	3524	1	0	12	0	1	1003	2287.29	75.31	158.46	337.85	771.5	11	1000180400	13	1
295	4	4068	4	0	14	0	1	1003	1051.73	-118.08	347.78	-154.89	337.5	13	1000260560	11	0
295	4	4068	4	1	14	1	3	1096	3889.61	-254.98	35.54	-291.11	504.2	14	1000130270	5	0
295	4	4068	4	2	12	0	0	1001	1896.09	-53.57	-65.77	289.50	355.6	11	1000180400	9	1
295	4	4068	4	3	14	0	0	1001	809.00	16.70	-694.09	289.38	223.1	13	1000080160	8	0
295	4	4534	2	0	14	0	0	1001	580.63	-545.18	-178.71	612.13	344.7	13	1000140280	14	0
295	4	4534	2	1	12	0	0	1001	973.59	199.42	-84.40	1.83	667.9	11	1000180400	9	1
295	4	4615	4	0	14	1	0	1002	557.19	-220.51	-139.80	535.20	947.7	14	1000180400	12	0
295	4	4615	4	1	14	1	0	1002	320.34	-532.65	315.75	933.54	1604.9	14	1000080160	10	0
295	4	4615	4	2	12	0	0	1001	1543.23	-181.94	-126.65	43.40	172.1	11	1000180400	13	1
295	4	4615	4	3	14	0	0	1001	1188.95	410.20	233.33	-281.94	881.7	13	1000080160	8	0
295	4	5768	3	0	14	0	0	1001	190.58	-661.41	381.99	469.51	1270.0	13	1000080160	8	0
295	4	5768	3	1	14	1	2	1092	2475.32	317.82	-287.92	-485.43	973.2	14	1000080160	13	0
295	4	5768	3	2	-12	0	0	1001	2140.29	128.15	-57.86	16.12	1045.8	-11	1000180400	9	1
295	4	8672	1	0	12	0	0	1001	1870.20	35.94	-120.41	3.26	910.7	11	1000180400	9	1
295	47	372	3	0	14	0	1	1003	1313.59	-290.34	-167.85	-327.62	714.9	13	1000140280	13	0
295	47	372	3	1	12	0	0	1001	619.79	157.04	-56.19	62.95	1007.1	11	1000180400	21	1
295	47	372	3	2	14	0	0	1001	1289.08	-677.90	605.02	-277.04	1319.3	13	1000200400	8	0
295	47	3031	1	0	12	0	0	1001	1153.49	-122.06	16.60	374.94	241.7	11	1000180400	9	1
295	47	4499	3	0	12	0	10	1000	1762.84	-169.75	-11.07	281.81	1530.1	11	1000180400	12	1
295	47	4499	3	1	14	0	2	1091	5141.21	-104.52	-95.08	1759.58	478.2	13	1000140280	15	0
295	47	4499	3	2	14	1	1	1000	2888.56	-9.52	-513.02	129.83	629.8	14	1000110230	11	0
295	47	6712	1	0	12	0	0	1001	668.43	30.79	188.37	465.09	907.1	11	1000180400	10	1
295	47	8031	3	0	12	0	1	1003	649.17	148.32	-145.61	221.82	541.7	11	1000180400	15	1
295	47	8031	3	1	14	0	2	1091	3406.98	636.02	305.65	728.65	1580.1	13	1000080160	25	0
295	47	8031	3	2	14	1	2	1092	3158.64	-624.82	-439.22	246.51	220.2	14	1000080160	17	0
295	47	8588	3	0	14	0	1	1003	883.03	0.21	-167.38	207.45	198.7	13	1000180400	14	1
295	47	8588	3	1	12	0	0	1001	2169.68	-82.23	24.42	312.20	1509.8	11	1000180400	8	1
295	47	8588	3	2	14	0	0	1001	270.15	25.98	-709.22	858.42	258.3	13	1000130270	9	0
295	47	9807	3	0	14	0	0	1001	378.19	-648.81	215.72	-92.68	56.6	13	1000080160	8	0
295	47	9807	3	1	14	0	0	1001	1473.42	-219.09	184.06	277.61	1415.4	13	1000180400	9	0
295	47	9807	3	2	-12	0	1	1000	2040.25	-47.06	-192.59	427.48	359.7	-11	1000180400	12	1
295	47	11582	2	0	12	0	1	1003	1064.43	-3.88	-169.65	35.18	573.0	11	1000180400	27	1
295	47	11582	2	1	14	0	0	1001	389.61	592.75	-320.87	-80.01	209.2	13	1000200400	9	0
295	29	1145	1	0	12	0	1	1005	1646.59	-14.66	128.40	319.37	526.1	11	1000180400	11	1
295	29	2207	3	0	14	1	0	1002	570.22	-488.70	487.14	862.16	938.9	14	1000080160	10	0
295	29	2207	3	1	14	0	1	1003	774.99	16.02	369.74	-456.90	820.8	13	1000140280	11	0
295	29	2207	3	2	12	0	0	1001	829.10	-42.32	-144.11	347.05	694.9	11	1000180400	8	1
295	29	4933	2	0	14	0	0	1001	507.22	-243.02	-196.93	-16.28	211.4	13	1000180400	9	0
295	29	4933	2	1	12	0	10	1000	1483.78	-85.59	146.75	324.58	183.3	11	1000180400	11	1
295	29	5325	1	0	12	0	1	1003	1319.47	-97.58	66.08	389.77	1040.5	11	1000180400	12	1
295	29	5577	3	0	12	0	1	1003	1492.45	-149.03	43.75	120.10	803.0	11	1000180400	13	1
295	29	5577	3	1	12	1	0	1002	3313.60	-65.52	325.37	-686.43	582.2	12	1000080160	11	0
295	29	5577	3	2	14	1	0	1002	491.07	520.22	-294.00	570.12	631.5	14	1000200400	9	0
295	29	5892	2	0	14	0	0	1001	373.39	-156.41	-508.90	221.95	481.6	13	1000080160	8	0
295	29	5892	2	1	12	0	1	1000	2306.69	48.73	-123.08	170.26	593.5	11	1000180400	16	1
295	29	6691	2	0	14	0	0	1001	316.13	478.38	421.61	729.89	1069.5	13	1000080160	9	0
295	29	6691	2	1	12	0	1	1005	599.98	141.98	-107.32	498.41	967.0	11	1000180400	11	1
295	29	9437	1	0	12	0	2	1091	1189.05	110.91	114.42	305.03	70.9	11	1000180400	15	1
296	50	11	2	0	14	1	1	1008	433.35	-348.94	-545.55	223.50	1524.9	14	1000080160	12	0
296	50	11	2	1	12	0	0	1001	2075.27	-164.34	88.40	372.46	355.8	11	1000180400	9	1
296	50	1685	2	0	14	0	0	1001	552.16	595.68	43.65	-193.12	1132.2	13	1000080160	9	0
296	50	1685	2	1	12	0	2	1091	860.37	68.29	158.14	322.09	391.5	11	1000180400	14	1
296	50	1882	1	0	12	0	0	1001	916.04	-139.68	49.00	34.30	1330.3	11	1000180400	11	1
296	50	5401	1	0	12	0	1	1004	1832.37	167.21	-116.91	111.72	728.2	11	1000180400	13	1
296	50	5978	1	0	12	0	1	1003	1546.29	-75.17	108.43	15.38	535.3	11	1000180400	12	1
296	50	7407	1	0	12	0	0	1001	930.62	-72.27	180.79	285.98	979.3	11	1000180400	9	1
296	50	8644	3	0	14	0	0	1001	783.88	-630.96	-323.19	513.81	76.7	13	1000120240	9	0
296	50	8644	3	1	12	0	1	1000	2066.95	155.91	-139.26	153.17	63.2	11	1000180400	15	1
296	50	8644	3	2	14	0	0	1001	742.19	-85.52	272.12	-417.15	1408.3	13	1000080160	12	0
296	50	9393	2	0	14	1	0	1002	1116.11	-124.93	161.97	613.40	874.2	14	1000180400	10	0
296	50	9393	2	1	12	0	0	1001	2792.11	-181.54	-139.52	6.50	399.2	11	1000180400	22	1
296	50	10109	2	0	12	0	0	1001	502.69	-16.65	-93.94	32.62	478.7	11	1000180400	10	1
296	50	10109	2	1	14	0	1	1005	4237.05	-237.32	206.07	-21.95	1330.0	13	1000180400	13	0
