run	subrun	event	n_nu	inu	nu_pdg	ccnc	mode	interaction_type	E_nu_MeV	vtx_x_cm	vtx_y_cm	vtx_z_cm	t_ns	lepton_pdg	target_pdg	n_genie_particles	in_active_tpc
714	62	20	2	0	14	1	1	1009	1560.68	-227.28	-112.56	584.52	382.7	14	1000180400	14	0
714	62	20	2	1	14	0	10	1000	545.31	-663.06	482.88	836.13	258.8	13	1000080160	13	0
714	62	22	1	0	14	1	2	1092	2993.36	-120.02	-84.10	378.54	1093.4	14	1000180400	13	1
714	62	25	2	0	14	0	0	1001	619.16	-218.68	81.64	303.75	1168.6	13	1000180400	12	0
714	62	25	2	1	14	1	1	1000	2606.08	-671.49	-37.24	464.19	643.9	14	1000140280	23	0
714	62	26	1	0	14	0	1	1003	762.61	44.52	-174.46	21.74	346.7	13	1000180400	12	1
714	62	28	1	0	14	0	0	1001	1174.40	110.67	114.45	-175.29	1189.0	13	1000260560	8	0
714	62	36	2	0	14	1	1	1006	655.04	45.68	-95.11	175.49	1314.2	14	1000180400	14	1
714	62	36	2	1	14	0	1	1005	2235.71	-520.68	296.89	-417.61	423.0	13	1000140280	13	0
714	62	38	2	0	14	1	0	1002	1075.71	-14.13	-55.32	229.29	369.0	14	1000180400	16	1
714	62	38	2	1	14	1	1	1006	2410.57	502.92	-419.12	-500.54	972.4	14	1000080160	13	0
714	62	43	1	0	14	1	2	1092	1829.55	-116.04	141.74	-154.50	1475.8	14	1000260560	22	0
714	62	44	3	0	14	1	10	1000	635.38	-563.06	-191.00	-76.13	1042.6	14	1000140280	24	0
714	62	44	3	1	14	1	0	1002	437.40	203.17	-208.43	13.25	344.5	14	1000180400	23	0
714	62	44	3	2	14	0	2	1091	2321.85	91.97	-63.51	-289.66	447.7	13	1000080160	14	0
714	62	46	4	0	14	0	0	1001	544.89	608.25	562.11	717.62	178.5	13	1000140280	19	0
714	62	46	4	1	14	0	1	1000	2151.52	-170.83	-117.49	633.05	1291.7	13	1000180400	14	0
714	62	46	4	2	14	0	0	1001	397.87	-243.17	33.80	-321.32	1487.5	13	1000080160	9	0
714	62	46	4	3	14	1	0	1002	486.00	209.44	-706.64	199.54	880.1	14	1000080160	10	0
714	62	48	1	0	14	1	1	1006	955.83	-80.40	39.10	619.36	1483.7	14	1000180400	17	0
714	62	49	1	0	14	0	0	1001	910.63	-91.20	168.01	185.83	955.2	13	1000180400	9	1
720	75	7	2	0	14	0	1	1003	1148.33	-171.02	-255.92	-404.81	1125.3	13	1000080160	12	0
720	75	7	2	1	14	0	0	1001	737.81	-98.75	164.15	6.35	969.1	13	1000180400	22	1
720	75	8	2	0	14	0	1	1004	1330.59	219.50	-159.00	77.52	723.4	13	1000180400	15	0
720	75	8	2	1	14	0	0	1001	336.31	406.73	-530.76	755.93	1525.7	13	1000080160	9	0
720	75	19	3	0	14	1	0	1002	875.31	31.13	-190.33	412.33	319.2	14	1000180400	12	1
720	75	19	3	1	14	0	0	1001	513.31	-567.67	-322.39	-203.53	600.9	13	1000130270	9	0
720	75	19	3	2	14	0	10	1000	763.47	-128.21	196.55	-329.12	541.6	13	1000080160	11	0
720	75	32	1	0	14	0	0	1001	5909.38	-138.37	-173.06	443.88	149.3	13	1000180400	10	1
720	75	38	3	0	14	0	1	1000	1245.30	420.53	422.29	-366.30	407.4	13	1000140280	23	0
720	75	38	3	1	14	0	10	1000	857.90	-230.79	4.00	959.43	923.4	13	1000140280	12	0
720	75	38	3	2	14	1	0	1002	253.41	-73.71	-112.89	347.94	755.1	14	1000180400	9	1
720	75	39	2	0	14	1	0	1002	187.48	-383.60	-454.12	-27.65	1233.6	14	1000080160	16	0
720	75	39	2	1	14	0	0	1001	503.16	32.02	144.57	58.39	497.0	13	1000180400	9	1
720	75	40	1	0	12	0	0	1001	701.29	-231.38	55.68	340.17	1000.6	11	1000180400	9	0
720	75	41	2	0	14	1	1	1007	650.74	-206.01	-251.95	438.65	168.4	14	1000180400	11	0
720	75	41	2	1	14	0	0	1001	724.98	487.43	98.80	963.40	583.7	13	1000140280	8	0
720	75	45	4	0	14	0	1	1003	796.51	42.45	73.52	494.78	645.5	13	1000180400	40	1
720	75	45	4	1	14	0	0	1001	1718.11	144.76	-47.11	-373.60	1507.3	13	1000200400	11	0
720	75	45	4	2	14	0	0	1001	424.84	-602.45	288.88	616.72	554.8	13	1000080160	18	0
720	75	45	4	3	14	0	0	1001	312.78	680.42	-140.21	666.46	896.4	13	1000200400	8	0
720	75	48	1	0	14	0	0	1001	610.29	-474.49	-120.32	-268.73	1057.0	13	1000080160	9	0
719	89	1	2	0	14	0	0	1001	345.58	-337.73	-492.52	281.57	805.5	13	1000140280	9	0
719	89	1	2	1	14	0	0	1001	951.70	-103.29	84.55	80.85	1352.2	13	1000180400	12	1
719	89	9	2	0	14	1	1	1006	2081.34	-487.80	-72.71	147.79	595.0	14	1000200400	15	0
719	89	9	2	1	14	0	0	1001	1229.86	-295.10	235.36	-503.83	270.3	13	1000200400	9	0
719	89	10	2	0	14	0	1	1005	1061.00	-155.17	131.01	450.49	188.4	13	1000180400	12	1
719	89	10	2	1	14	0	10	1000	1390.85	501.75	89.89	935.30	1152.0	13	1000200400	13	0
719	89	11	4	0	14	0	0	1001	1272.98	-94.61	51.74	219.00	1034.5	13	1000180400	9	1
719	89	11	4	1	14	1	0	1002	216.15	630.70	-491.22	-327.42	1261.8	14	1000140280	9	0
719	89	11	4	2	14	0	0	1001	821.99	-56.52	-130.41	358.06	980.8	13	1000180400	9	1
719	89	11	4	3	14	0	10	1000	1249.61	-288.71	-319.25	950.78	1095.3	13	1000140280	12	0
719	89	12	1	0	14	0	1	1000	1312.93	-55.04	221.13	191.88	350.4	13	1000180400	14	0
719	89	16	1	0	14	0	1	1003	762.35	-218.53	-202.59	14.37	1404.7	13	1000260560	22	0
719	89	20	1	0	14	0	10	1000	1222.10	70.40	-252.79	59.59	400.6	13	1000180400	12	0
719	89	24	1	0	14	0	1	1004	1096.23	28.10	-51.42	437.67	207.0	13	1000180400	12	1
719	89	32	1	0	14	0	10	1000	493.25	-209.50	95.26	260.37	560.7	13	1000180400	11	0
719	89	41	3	0	14	0	0	1001	404.02	669.13	-444.13	-397.42	1200.8	13	1000200400	17	0
719	89	41	3	1	14	1	0	1002	883.38	-125.55	83.72	697.78	537.8	14	1000060120	15	0
719	89	41	3	2	14	1	1	1009	2589.86	-227.42	-395.00	-774.16	527.7	14	1000080160	12	0
713	91	5	1	0	14	0	1	1003	681.54	143.01	-145.03	475.60	475.7	13	1000180400	16	1
713	91	6	2	0	14	0	1	1000	2722.22	-347.97	60.09	1049.06	1230.6	13	1000080160	13	0
713	91	6	2	1	14	1	2	1092	2549.50	-333.27	370.23	115.33	994.4	14	1000260560	11	0
713	91	12	1	0	14	0	0	1001	1001.38	19.57	-93.64	-49.11	59.2	13	1000180400	8	0
713	91	14	2	0	14	0	0	1001	456.25	689.14	-259.81	224.19	747.7	13	1000080160	8	0
713	91	14	2	1	14	0	0	1001	1307.37	519.21	402.37	-300.58	899.7	13	1000080160	8	0
713	91	16	2	0	14	0	10	1000	1056.31	-69.79	-168.83	382.26	546.0	13	1000180400	17	1
713	91	16	2	1	14	0	0	1001	433.40	-568.63	225.57	-14.08	1117.5	13	1000140280	34	0
713	91	32	2	0	14	0	0	1001	1003.64	65.89	58.79	-276.09	826.9	13	1000140280	9	0
713	91	32	2	1	14	0	0	1001	888.98	91.81	-248.65	120.79	121.7	13	1000180400	10	0
713	91	37	1	0	14	0	2	1091	1955.24	154.00	-255.12	383.84	962.5	13	1000180400	14	0
713	91	38	1	0	14	1	0	1002	608.05	-126.65	-80.51	456.08	586.4	14	1000180400	9	1
713	91	40	4	0	14	0	0	1001	1791.26	-128.29	-1.76	-30.27	1159.3	13	1000180400	9	0
713	91	40	4	1	14	0	0	1001	4987.22	-261.67	-178.77	1353.35	1089.3	13	1000140280	8	0
713	91	40	4	2	14	0	1	1004	3609.61	-120.88	-664.20	859.90	579.6	13	1000080160	12	0
713	91	40	4	3	14	1	2	1092	643.46	-675.26	243.43	-61.38	286.1	14	1000080160	12	0
713	91	43	1	0	14	0	1	1003	713.91	-89.38	210.26	485.05	644.9	13	1000180400	20	0
713	91	47	1	0	14	0	0	1001	655.01	-105.86	133.44	177.29	1356.1	13	1000180400	18	1
713	91	49	1	0	14	0	1	1003	912.87	-0.24	-355.82	-338.84	503.3	13	1000080160	15	0
713	91	50	2	0	14	0	10	1000	878.42	-74.41	0.48	280.10	1243.4	13	1000180400	12	1
713	91	50	2	1	14	1	0	1002	871.38	-113.95	147.44	-435.51	727.5	14	1000080160	11	0
713	48	3	4	0	14	0	10	1000	763.94	9.81	-15.23	-402.81	1143.2	13	1000080160	11	0
713	48	3	4	1	14	0	0	1001	588.09	146.28	73.21	186.02	236.8	13	1000180400	10	1
713	48	3	4	2	14	0	0	1001	320.62	135.25	-687.43	-21.16	1575.7	13	1000110230	8	0
713	48	3	4	3	14	0	0	1001	472.96	-581.85	44.77	305.41	409.3	13	1000140280	11	0
713	48	8	2	0	14	1	2	1092	2066.46	498.46	85.28	-186.93	962.7	14	1000080160	24	0
713	48	8	2	1	14	0	10	1000	740.34	-352.44	180.40	773.84	674.0	13	1000060120	18	0
713	48	10	1	0	14	0	0	1001	1048.24	47.06	207.64	142.95	557.7	13	1000260560	9	0
713	48	12	3	0	14	0	0	1001	1046.12	99.39	-125.95	256.96	1469.4	13	1000180400	9	1
713	48	12	3	1	14	0	0	1001	537.07	275.33	-213.99	-509.72	271.2	13	1000200400	8	0
713	48	12	3	2	14	0	0	1001	512.04	-167.07	69.02	444.75	1117.0	13	1000180400	14	1
713	48	13	2	0	14	1	2	1092	3424.92	5.49	-40.08	531.94	1119.7	14	1000180400	11	0
713	48	13	2	1	14	0	0	1001	686.68	22.99	-254.96	-407.02	1466.6	13	1000140280	8	0
713	48	14	3	0	14	1	0	1002	556.60	-654.57	-434.95	741.73	139.5	14	1000080160	9	0
713	48	14	3	1	14	1	0	1002	1284.64	-23.49	18.59	498.72	871.8	14	1000180400	27	1
713	48	14	3	2	14	0	1	1005	1925.16	-268.00	-200.93	1013.94	871.5	13	1000080160	12	0
713	48	16	1	0	14	1	1	1008	1541.79	-14.51	71.99	354.91	906.4	14	1000180400	12	1
713	48	17	2	0	14	0	1	1003	1144.77	-62.54	234.71	250.56	1584.4	13	1000180400	12	0
713	48	17	2	1	14	0	0	1001	992.21	-218.68	63.66	97.87	1161.2	13	1000280590	8	0
713	48	18	1	0	14	0	2	1091	1564.42	163.92	-37.57	326.67	735.9	13	1000180400	13	1
713	48	19	2	0	14	1	0	1002	582.20	-101.62	-223.83	141.02	423.9	14	1000180400	11	0
713	48	19	2	1	14	0	0	1001	681.73	-344.96	-537.52	348.24	1170.1	13	1000140280	8	0
713	48	20	3	0	14	0	1	1004	1962.39	473.01	-533.65	126.39	992.5	13	1000080160	12	0
713	48	20	3	1	14	0	10	1000	1596.88	554.69	93.84	-382.54	993.2	13	1000080160	11	0
713	48	20	3	2	14	0	2	1091	5121.87	-225.65	-154.34	125.65	1201.1	13	1000180400	20	0
713	48	22	1	0	14	1	1	1009	688.49	-177.12	165.16	440.34	168.6	14	1000180400	12	1
713	48	26	1	0	14	1	1	1006	857.11	-118.80	59.46	316.37	715.7	14	1000180400	11	1
713	48	28	1	0	14	0	0	1001	579.06	-186.61	161.53	54.55	611.8	13	1000180400	10	1
713	48	29	2	0	14	1	0	1002	362.37	-621.93	246.52	-163.67	1284.1	14	1000140280	9	0
713	48	29	2	1	14	0	2	1091	3219.65	185.89	21.12	536.12	1517.4	13	1000180400	16	0
713	48	31	1	0	14	0	1	1000	1872.36	-233.71	180.20	183.36	1466.3	13	1000180400	14	0
713	48	33	4	0	14	0	1	1003	1950.37	-218.49	-487.57	1001.26	566.3	13	1000140280	11	0
713	48	33	4	1	14	0	10	1000	471.31	-41.64	-169.73	376.90	697.0	13	1000180400	19	1
713	48	33	4	2	14	0	0	1001	371.53	315.16	-476.06	98.32	1256.7	13	1000080160	9	0
713	48	33	4	3	14	0	0	1001	1282.50	-501.99	-331.69	307.75	1584.7	13	1000080160	11	0
713	48	36	2	0	14	0	0	1001	871.75	666.61	506.00	287.08	580.3	13	1000140280	20	0
713	48	36	2	1	14	1	2	1092	2607.21	594.44	1.94	274.37	542.6	14	1000080160	15	0
713	48	37	1	0	14	0	1	1005	2715.74	-234.56	0.37	-157.55	224.8	13	1000260560	11	0
713	48	42	2	0	14	0	0	1001	640.75	-104.45	-80.45	212.74	1013.5	13	1000180400	24	1
713	48	42	2	1	14	0	1	1003	4563.93	313.80	-399.58	-420.97	881.3	13	1000080160	11	0
713	48	44	1	0	14	0	0	1001	685.07	53.84	42.99	-333.01	67.4	13	1000200400	11	0
713	48	47	2	0	14	0	0	1001	1031.45	107.55	56.55	-52.72	493.5	13	1000180400	9	0
713	48	47	2	1	14	0	10	1000	393.35	132.04	-387.46	-282.56	1430.4	13	1000080160	25	0
719	54	5	1	0	14	0	10	1000	760.12	-22.27	26.89	388.97	1493.0	13	1000180400	17	1
719	54	13	2	0	14	0	1	1003	750.70	138.45	91.41	-440.79	480.6	13	1000080160	12	0
719	54	13	2	1	14	1	0	1002	764.92	33.47	-225.63	138.93	899.4	14	1000180400	50	0
719	54	14	1	0	14	0	0	1001	1223.33	-125.00	-37.28	3.02	931.3	13	1000180400	13	1
719	54	16	1	0	14	0	0	1001	772.39	266.05	12.11	-303.21	560.1	13	1000130270	22	0
719	54	19	1	0	14	0	1	1003	874.93	-155.27	6.32	442.85	1267.5	13	1000180400	12	1
719	54	20	2	0	14	1	1	1007	1631.45	539.23	-201.54	76.86	898.0	14	1000080160	23	0
719	54	20	2	1	14	0	1	1000	1724.72	217.41	-151.65	477.67	303.2	13	1000180400	17	0
719	54	24	1	0	14	0	2	1091	2640.41	38.80	260.42	-364.78	444.4	13	1000080160	13	0
719	54	37	2	0	14	1	0	1002	942.56	-237.92	94.82	220.12	1168.9	14	1000180400	12	0
719	54	37	2	1	14	0	10	1000	1723.42	13.48	23.70	75.94	724.2	13	1000180400	12	1
719	54	40	1	0	14	0	2	1091	1741.96	-56.14	16.02	-407.42	1166.7	13	1000080160	14	0
719	54	43	1	0	14	0	1	1004	711.33	-35.28	-154.97	-19.22	1100.5	13	1000180400	15	0
719	54	44	1	0	14	0	0	1001	909.77	-95.41	68.43	105.11	140.3	13	1000180400	9	1
720	39	3	1	0	12	0	2	1091	2252.39	122.36	158.14	238.53	578.0	11	1000180400	15	1
720	39	8	2	0	14	0	0	1001	628.21	-239.04	-255.66	230.68	121.3	13	1000180400	9	0
720	39	8	2	1	14	0	1	1003	1207.71	479.30	16.12	-120.94	411.4	13	1000200400	20	0
720	39	9	2	0	14	0	0	1001	358.73	-697.90	392.07	394.81	680.1	13	1000080160	10	0
720	39	9	2	1	14	0	1	1003	1215.36	-173.27	3.00	20.55	80.2	13	1000180400	13	1
720	39	11	2	0	14	0	0	1001	650.45	-301.18	123.55	-394.68	767.2	13	1000080160	9	0
720	39	11	2	1	14	1	0	1002	374.89	-144.38	86.03	-8.93	514.7	14	1000180400	12	0
720	39	16	2	0	14	0	1	1003	1231.90	-583.32	246.70	-322.70	804.7	13	1000200400	12	0
720	39	16	2	1	14	1	10	1000	675.08	201.65	-100.76	545.95	815.9	14	1000180400	23	0
720	39	21	3	0	14	0	10	1000	1809.00	645.42	90.91	229.88	293.5	13	1000200400	14	0
720	39	21	3	1	14	0	10	1000	912.74	-257.56	239.34	265.54	184.9	13	1000180400	18	0
720	39	21	3	2	-12	0	0	1001	866.49	205.41	-499.08	660.62	346.5	-11	1000140280	9	0
720	39	30	1	0	14	0	0	1001	1589.15	-33.64	-94.28	-316.38	202.6	13	1000140280	8	0
720	39	35	2	0	14	0	2	1091	1403.81	-254.75	-128.72	408.55	1435.9	13	1000180400	16	0
720	39	35	2	1	14	1	1	1008	492.33	-42.46	-657.54	-286.64	1186.3	14	1000080160	12	0
720	39	42	1	0	14	0	1	1003	1140.69	-65.77	-132.72	493.83	1327.3	13	1000180400	12	1
720	39	44	2	0	14	0	1	1004	3201.90	-124.61	-54.99	-585.75	1367.0	13	1000260560	11	0
720	39	44	2	1	14	1	2	1092	996.65	14.07	117.80	-296.67	1491.3	14	1000080160	16	0
720	39	45	2	0	14	0	2	1091	2831.71	-100.42	142.29	58.67	705.5	13	1000180400	23	1
720	39	45	2	1	14	1	0	1002	917.32	111.82	-108.47	39.81	477.9	14	1000180400	11	1
720	39	48	2	0	14	0	0	1001	2434.91	-103.88	-140.31	584.16	1138.9	13	1000180400	18	0
720	39	48	2	1	14	1	0	1002	849.37	263.32	-244.43	-431.19	424.7	14	1000260560	9	0
713	10	1	1	0	14	1	0	1002	600.00	-48.27	-149.31	3.37	875.9	14	1000180400	10	1
713	10	2	1	0	14	1	1	1007	1017.69	-96.70	134.13	-273.77	923.2	14	1000080160	13	0
713	10	5	1	0	14	0	0	1001	2415.39	-169.97	197.58	436.90	1001.9	13	1000180400	17	1
713	10	12	1	0	14	1	1	1007	1283.61	23.29	-103.11	53.28	1293.9	14	1000180400	21	1
713	10	15	2	0	14	0	1	1003	2360.75	-647.36	-208.49	-504.67	632.3	13	1000080160	12	0
713	10	15	2	1	14	1	1	1008	678.38	-146.36	-272.99	11.50	286.4	14	1000080160	16	0
713	10	16	3	0	14	0	1	1004	652.19	201.13	151.77	532.40	1041.9	13	1000180400	13	0
713	10	16	3	1	14	1	1	1008	783.90	48.71	-30.71	-139.63	775.0	14	1000260560	11	0
713	10	16	3	2	14	0	10	1000	1832.09	-55.63	101.96	21.83	366.5	13	1000180400	12	1
713	10	18	1	0	14	0	0	1001	973.44	-103.94	221.89	363.11	261.4	13	1000180400	9	0
713	10	21	1	0	14	1	0	1002	1548.66	-31.99	30.75	15.20	438.8	14	1000180400	35	1
713	10	27	3	0	14	1	1	1008	1822.90	-17.04	156.06	75.18	1047.6	14	1000180400	12	1
713	10	27	3	1	14	0	1	1005	817.76	-605.15	245.50	817.61	732.1	13	1000130270	11	0
713	10	27	3	2	14	0	10	1000	1655.29	231.35	-542.08	-385.95	1447.9	13	1000080160	12	0
713	10	37	2	0	14	0	10	1000	980.88	483.16	-197.78	-13.35	1479.6	13	1000130270	12	0
713	10	37	2	1	14	0	1	1000	2072.64	9.19	-250.77	-275.65	428.4	13	1000200400	23	0
713	10	48	1	0	14	0	0	1001	1438.11	21.29	-46.40	-352.36	579.9	13	1000140280	8	0
719	81	3	2	0	14	0	0	1001	576.15	-65.03	128.44	-59.68	1101.8	13	1000260560	8	0
719	81	3	2	1	14	0	2	1091	4979.01	-53.36	94.34	-528.05	1253.2	13	1000080160	15	0
719	81	4	1	0	14	0	1	1004	1082.90	-198.36	236.08	127.06	914.7	13	1000180400	12	0
719	81	8	2	0	14	1	0	1002	323.81	698.61	116.59	-71.86	930.7	14	1000080160	12	0
719	81	8	2	1	14	1	1	1007	511.37	337.27	-75.18	138.10	747.2	14	1000060120	18	0
719	81	9	1	0	14	1	0	1002	959.89	-196.62	2.76	557.55	534.3	14	1000180400	19	0
719	81	13	3	0	14	0	10	1000	1703.55	-110.58	72.76	265.72	825.8	13	1000180400	12	1
719	81	13	3	1	12	1	0	1002	349.32	-561.52	-134.28	4.96	457.2	12	1000200400	9	0
719	81	13	3	2	14	0	0	1001	1350.55	172.58	111.06	-411.22	331.0	13	1000140280	13	0
719	81	19	3	0	14	0	2	1091	654.97	163.32	23.40	-498.68	1406.5	13	1000120240	12	0
719	81	19	3	1	14	0	0	1001	801.88	-66.99	2.31	-332.56	334.1	13	1000200400	8	0
719	81	19	3	2	14	0	2	1091	2451.47	-456.51	-446.76	82.34	1540.8	13	1000080160	16	0
719	81	20	1	0	14	0	1	1003	875.24	-4.81	-219.20	15.46	1044.0	13	1000180400	12	0
719	81	22	2	0	14	0	1	1004	5079.71	226.51	297.47	1566.25	1305.0	13	1000080160	23	0
719	81	22	2	1	14	1	10	1000	915.78	-147.86	-65.71	-276.17	1205.5	14	1000080160	12	0
719	81	23	3	0	14	1	0	1002	625.43	-192.77	-111.88	426.95	566.5	14	1000180400	19	1
719	81	23	3	1	14	0	0	1001	2980.46	338.89	-85.99	-647.36	664.1	13	1000200400	8	0
719	81	23	3	2	14	0	1	1005	2398.34	224.46	-109.01	578.71	707.2	13	1000180400	16	0
719	81	24	3	0	14	1	2	1092	3396.18	138.72	-443.98	1375.77	1069.9	14	1000080160	17	0
719	81	24	3	1	14	0	10	1000	2375.13	349.24	-565.41	586.92	838.0	13	1000080160	13	0
719	81	24	3	2	14	1	0	1002	1468.89	-99.82	-121.21	-276.90	1245.0	14	1000140280	21	0
719	81	30	2	0	14	0	10	1000	605.16	495.01	-62.60	320.65	1472.2	13	1000140280	11	0
719	81	30	2	1	12	0	10	1000	1508.28	0.77	148.55	396.25	487.7	11	1000180400	12	1
719	81	36	1	0	14	0	10	1000	1183.73	-289.29	-428.59	-363.22	446.2	13	1000080160	26	0
719	81	37	2	0	14	1	2	1092	3511.16	120.51	-309.17	-501.15	478.9	14	1000080160	15	0
719	81	37	2	1	14	0	0	1001	470.82	34.45	-94.45	52.81	403.6	13	1000180400	18	1
719	81	38	1	0	14	0	0	1001	735.09	1.25	101.23	376.32	1361.4	13	1000260560	8	1
719	81	43	2	0	14	1	0	1002	494.06	-8.21	-138.39	185.26	785.6	14	1000180400	9	1
719	81	43	2	1	14	1	0	1002	447.43	-672.45	-303.36	51.47	970.7	14	1000080160	9	0
719	81	47	1	0	14	0	2	1091	3539.47	-49.58	56.85	36.89	1328.1	13	1000180400	11	1
719	81	48	1	0	14	1	0	1002	503.32	-33.64	-422.23	218.11	1145.9	14	1000080160	20	0
719	81	49	1	0	14	0	0	1001	1375.94	-218.84	-84.22	414.75	736.4	13	1000180400	10	0
717	88	15	2	0	14	0	10	1000	693.43	11.95	-106.28	191.65	1449.4	13	1000180400	13	1
717	88	15	2	1	14	0	1	1003	811.21	-71.39	186.61	537.11	1327.5	13	1000180400	14	0
717	88	19	2	0	14	0	1	1004	1407.57	-193.83	-123.77	-33.60	889.3	13	1000180400	20	0
717	88	19	2	1	14	0	0	1001	268.99	-631.90	-535.45	1008.49	1325.6	13	1000140280	8	0
717	88	21	3	0	14	0	0	1001	573.37	284.90	-407.54	-327.15	258.7	13	1000140280	15	0
717	88	21	3	1	14	0	1	1004	1965.68	204.46	-22.59	179.12	1146.3	13	1000180400	11	0
717	88	21	3	2	14	1	0	1002	503.69	-468.22	139.96	-313.48	238.0	14	1000140280	9	0
717	88	28	2	0	14	0	0	1001	634.19	98.31	146.29	454.83	227.8	13	1000180400	10	1
717	88	28	2	1	14	0	10	1000	666.35	26.72	-410.86	-76.79	1344.7	13	1000140280	13	0
717	88	29	2	0	14	0	2	1091	3790.99	-403.36	165.55	560.05	1349.4	13	1000130270	16	0
717	88	29	2	1	14	0	0	1001	397.16	263.93	-130.69	-329.40	750.1	13	1000110230	9	0
717	88	33	4	0	14	1	0	1002	885.48	145.49	-18.50	198.27	976.2	14	1000180400	10	1
717	88	33	4	1	14	1	0	1002	669.06	-165.71	225.56	965.48	1022.6	14	1000080160	10	0
717	88	33	4	2	14	0	1	1003	2622.73	185.14	-177.96	-719.54	735.2	13	1000080160	12	0
717	88	33	4	3	14	0	1	1003	2265.29	-237.44	-656.19	588.12	590.8	13	1000110230	11	0
717	88	38	1	0	14	0	0	1001	544.10	-69.97	-75.64	43.16	537.5	13	1000180400	16	1
717	88	45	1	0	14	1	1	1000	1398.86	-124.98	25.42	589.48	648.3	14	1000180400	17	0
717	88	46	1	0	14	0	0	1001	1554.83	-100.95	-131.54	-384.32	861.9	13	1000080160	8	0
717	88	47	3	0	14	0	2	1091	3595.88	-492.34	547.90	98.54	973.0	13	1000140280	16	0
717	88	47	3	1	14	1	0	1002	440.76	286.32	-159.65	971.58	1135.2	14	1000080160	12	0
717	88	47	3	2	14	0	0	1001	1333.41	9.79	138.84	430.99	680.6	13	1000180400	10	1
715	47	2	2	0	14	1	0	1002	658.88	509.89	82.12	-182.82	1550.5	14	1000080160	10	0
715	47	2	2	1	14	1	0	1002	506.38	118.74	-74.99	85.66	688.8	14	1000180400	10	1
715	47	9	1	0	14	0	0	1001	567.05	-165.20	38.57	387.50	469.7	13	1000180400	33	1
715	47	10	3	0	14	1	0	1002	1063.86	-270.26	-216.47	-484.59	517.3	14	1000120240	9	0
715	47	10	3	1	14	1	0	1002	447.15	246.33	365.23	350.68	1583.5	14	1000260560	10	0
715	47	10	3	2	14	0	10	1000	1471.46	39.31	-251.29	585.42	949.1	13	1000180400	31	0
715	47	11	1	0	14	0	0	1001	247.89	-76.45	-92.17	-2.90	290.1	13	1000180400	9	0
715	47	17	1	0	14	0	0	1001	1238.19	-10.04	253.71	-290.19	1146.9	13	1000200400	9	0
715	47	19	3	0	14	0	1	1003	957.11	-54.26	141.72	292.08	109.2	13	1000180400	16	1
715	47	19	3	1	14	0	0	1001	611.81	40.18	-674.73	989.24	207.7	13	1000110230	8	0
715	47	19	3	2	14	0	1	1003	1051.86	-17.79	-32.74	323.10	1471.5	13	1000180400	12	1
715	47	21	2	0	14	1	2	1092	2794.38	119.60	102.86	375.67	658.5	14	1000180400	11	1
715	47	21	2	1	14	1	0	1002	821.06	-358.97	208.63	-498.27	270.4	14	1000200400	9	0
715	47	23	1	0	14	0	1	1003	4622.14	-158.76	-144.01	285.40	1319.3	13	1000180400	19	1
715	47	24	2	0	14	0	0	1001	438.74	227.85	129.14	70.95	875.6	13	1000180400	9	0
715	47	24	2	1	14	1	0	1002	268.45	185.91	489.33	-343.86	559.7	14	1000080160	12	0
715	47	26	1	0	14	0	1	1003	908.32	516.51	-4.65	-346.38	180.7	13	1000200400	19	0
715	47	27	1	0	14	0	1	1003	1023.81	-130.09	-73.55	84.01	1426.6	13	1000180400	28	1
715	47	29	1	0	14	0	0	1001	904.26	12.87	87.74	294.73	1056.7	13	1000180400	18	1
715	47	32	2	0	14	1	0	1002	304.32	-632.89	-274.26	-490.94	1370.3	14	1000130270	9	0
715	47	32	2	1	14	1	0	1002	900.24	-236.93	150.79	484.25	985.5	14	1000180400	10	0
715	47	33	1	0	14	1	0	1002	222.56	-5.07	45.26	70.26	803.6	14	1000180400	11	1
715	47	41	3	0	14	0	10	1000	755.28	-32.19	-158.15	387.78	790.9	13	1000180400	13	1
715	47	41	3	1	14	1	0	1002	2294.49	692.45	-491.00	-208.29	1303.9	14	1000140280	9	0
715	47	41	3	2	14	0	1	1003	922.62	-214.56	507.83	-273.83	465.7	13	1000140280	11	0
715	47	46	4	0	14	0	10	1000	1037.63	48.75	-432.98	-174.42	1570.0	13	1000140280	11	0
715	47	46	4	1	14	0	0	1001	960.86	-80.77	132.43	212.18	880.2	13	1000180400	9	1
715	47	46	4	2	14	0	0	1001	410.07	316.84	-166.16	-298.67	806.4	13	1000140280	8	0
715	47	46	4	3	14	0	1	1003	634.79	-103.89	-31.58	153.90	442.9	13	1000180400	20	1
720	38	6	1	0	14	0	0	1001	833.22	238.39	-68.69	-37.00	439.1	13	1000180400	9	0
720	38	7	1	0	14	0	1	1003	954.21	-243.20	-1.04	-26.77	1214.1	13	1000180400	13	0
720	38	9	2	0	14	0	1	1003	988.74	-193.71	154.22	178.50	955.7	13	1000180400	13	1
720	38	9	2	1	14	0	0	1001	981.98	-57.17	-2.57	180.24	1503.8	13	1000180400	8	1
720	38	12	1	0	14	0	0	1001	354.99	-84.71	4.21	534.50	211.1	13	1000180400	9	0
720	38	14	2	0	14	0	0	1001	670.09	-139.61	-32.22	480.25	797.2	13	1000180400	9	1
720	38	14	2	1	14	0	1	1005	1244.37	-118.25	-0.31	107.86	292.0	13	1000180400	28	1
