run	subrun	event	n_nu	inu	nu_pdg	ccnc	mode	interaction_type	E_nu_MeV	vtx_x_cm	vtx_y_cm	vtx_z_cm	t_ns	lepton_pdg	target_pdg	n_genie_particles	in_active_tpc
714	65	24	3	1	14	0	0	1001	938.69	-8.86	-97.18	100.15	440.4	13	1000180400	9	1
714	65	24	3	2	14	1	0	1002	707.75	-203.89	216.45	-388.32	463.4	14	1000140280	10	0
714	65	32	2	0	14	0	0	1001	290.07	-385.20	-19.58	-291.09	430.3	13	1000080160	20	0
714	65	32	2	1	14	1	0	1002	662.35	5.74	-118.29	391.47	509.3	14	1000180400	10	1
714	65	36	1	0	14	1	1	1008	596.10	-11.17	162.87	234.92	1413.4	14	1000180400	35	1
714	65	39	2	0	14	0	0	1001	770.61	-519.01	-76.43	217.41	995.8	13	1000130270	9	0
714	65	39	2	1	14	1	1	1008	1426.68	58.81	139.21	55.89	914.5	14	1000180400	13	1
714	65	43	1	0	12	0	0	1001	473.34	201.46	392.01	146.60	820.2	11	1000260560	8	0
714	65	50	3	0	14	0	10	1000	1246.72	-92.06	-38.76	95.79	878.2	13	1000180400	12	1
714	65	50	3	1	14	0	10	1000	1259.55	80.42	-55.67	-501.05	1446.3	13	1000140280	16	0
714	65	50	3	2	14	0	1	1004	739.56	-259.06	-503.38	-195.08	337.4	13	1000110230	14	0
715	72	1	1	0	14	0	0	1001	861.05	107.20	-48.50	497.13	1478.5	13	1000180400	10	1
715	72	2	1	0	14	0	1	1004	961.31	141.29	48.01	-45.29	379.4	13	1000180400	22	0
715	72	7	1	0	14	0	0	1001	1245.59	-309.17	231.58	-302.14	579.2	13	1000080160	12	0
715	72	8	3	0	14	1	0	1002	553.38	-658.32	-578.31	-22.11	436.2	14	1000110230	10	0
715	72	8	3	1	14	0	1	1003	1038.59	-102.61	-6.66	-139.86	168.2	13	1000260560	13	0
715	72	8	3	2	14	0	10	1000	1359.78	-70.98	-151.42	-24.12	1193.6	13	1000180400	12	0
715	72	13	1	0	14	1	0	1002	1439.64	38.89	135.37	508.26	341.8	14	1000180400	12	0
715	72	21	1	0	14	0	0	1001	457.90	252.55	-109.94	155.24	406.3	13	1000180400	22	0
715	72	23	4	0	14	0	0	1001	269.26	-650.62	625.65	721.67	1203.9	13	1000200400	9	0
715	72	23	4	1	14	1	0	1002	1643.47	-513.15	-425.37	474.65	1364.4	14	1000140280	9	0
715	72	23	4	2	14	0	0	1001	487.01	192.36	49.84	459.42	1001.5	13	1000180400	9	1
715	72	23	4	3	14	0	0	1001	334.11	-183.64	-513.16	94.17	347.5	13	1000080160	8	0
715	72	29	1	0	-14	1	1	1014	702.64	-12.36	-42.06	424.11	813.2	-14	1000180400	13	1
715	72	34	1	0	14	0	10	1000	1460.31	-64.37	99.42	147.94	121.9	13	1000180400	12	1
715	72	36	2	0	14	0	0	1001	898.21	116.85	2.52	371.09	981.7	13	1000180400	10	1
715	72	36	2	1	14	0	1	1005	2104.51	-355.06	-547.46	768.98	1543.9	13	1000140280	17	0
715	72	37	1	0	14	0	2	1091	5212.90	-55.21	-487.67	378.15	811.0	13	1000080160	28	0
715	72	47	2	0	14	0	0	1001	740.59	-256.39	-111.42	-168.97	470.6	13	1000260560	12	0
715	72	47	2	1	14	1	0	1002	341.08	-614.77	205.42	729.98	235.1	14	1000080160	12	0
715	72	48	1	0	14	0	0	1001	954.38	157.40	43.29	-1.44	1197.8	13	1000180400	10	0
715	72	49	1	0	14	0	10	1000	1181.76	-107.39	194.59	263.90	883.4	13	1000180400	11	1
713	26	1	1	0	14	0	2	1091	1407.10	248.72	-2.88	310.28	829.5	13	1000180400	20	0
713	26	4	1	0	14	0	0	1001	1338.58	-248.71	49.45	258.38	1261.2	13	1000180400	9	0
713	26	7	1	0	14	0	0	1001	918.05	93.18	158.20	287.36	901.7	13	1000180400	9	1
713	26	28	3	0	14	1	0	1002	982.64	585.66	78.29	847.56	1375.0	14	1000200400	11	0
713	26	28	3	1	14	0	10	1000	600.83	-529.89	171.18	71.25	743.2	13	1000080160	18	0
713	26	28	3	2	14	0	1	1003	769.26	-74.43	3.29	85.93	630.4	13	1000180400	13	1
713	26	30	2	0	14	0	0	1001	702.19	240.89	103.92	258.56	429.3	13	1000180400	9	0
713	26	30	2	1	14	0	0	1001	391.95	44.22	-222.29	8.91	172.7	13	1000180400	34	0
713	26	35	4	0	14	0	10	1000	851.64	213.57	-560.92	548.17	1537.6	13	1000110230	18	0
713	26	35	4	1	14	0	0	1001	286.88	-483.91	217.19	-388.41	1317.7	13	1000140280	9	0
713	26	35	4	2	14	0	0	1001	687.73	96.17	178.09	59.75	1292.6	13	1000180400	9	1
713	26	35	4	3	14	0	0	1001	2006.51	-510.79	-221.44	-27.01	1460.5	13	1000200400	9	0
713	26	37	1	0	14	0	1	1003	1036.08	253.13	159.41	360.39	1551.3	13	1000180400	19	0
712	22	1	3	0	14	1	0	1002	454.14	-190.73	-213.50	-275.02	147.0	14	1000140280	17	0
712	22	1	3	1	14	1	0	1002	412.11	-162.37	-80.04	48.45	307.3	14	1000180400	13	1
712	22	1	3	2	14	0	0	1001	564.39	-178.49	-221.31	-437.76	350.3	13	1000140280	8	0
712	22	6	1	0	14	0	1	1003	4680.51	114.96	-473.15	-28.24	341.2	13	1000080160	19	0
712	22	13	3	0	14	0	0	1001	493.61	141.22	64.53	177.77	160.9	13	1000180400	27	1
712	22	13	3	1	14	1	1	1006	726.37	-499.83	-270.51	296.50	429.9	14	1000110230	27	0
712	22	13	3	2	14	0	0	1001	583.16	130.24	-557.55	264.21	1299.9	13	1000140280	9	0
712	22	21	2	0	14	0	0	1001	299.73	-615.51	24.68	174.56	1163.4	13	1000080160	15	0
712	22	21	2	1	14	0	0	1001	1042.70	56.73	-148.80	55.59	571.9	13	1000180400	11	1
712	22	22	2	0	14	0	1	1003	1222.96	-8.95	62.99	344.83	658.6	13	1000180400	14	1
712	22	22	2	1	14	0	0	1001	751.45	624.72	309.69	-304.50	749.9	13	1000140280	8	0
712	22	27	2	0	14	0	0	1001	743.69	164.94	-132.10	120.03	785.1	13	1000180400	12	1
712	22	27	2	1	14	1	0	1002	316.60	-245.69	-595.14	408.04	907.7	14	1000080160	9	0
712	22	29	1	0	14	1	0	1002	297.24	-24.16	-124.19	432.85	470.8	14	1000180400	11	1
712	22	34	2	0	14	0	0	1001	457.24	-508.16	318.53	702.78	1313.9	13	1000140280	9	0
712	22	34	2	1	14	0	10	1000	1645.30	-84.76	58.49	325.12	486.1	13	1000180400	12	1
712	22	37	3	0	14	0	2	1091	3221.05	-568.81	475.89	-210.91	868.0	13	1000110230	16	0
712	22	37	3	1	12	0	1	1003	2142.58	-239.91	217.63	330.41	299.5	11	1000180400	13	0
712	22	37	3	2	14	1	1	1008	2620.53	359.72	-630.16	476.77	1099.6	14	1000080160	19	0
712	22	46	3	0	14	0	0	1001	2932.23	-144.84	-10.23	230.12	85.0	13	1000180400	9	1
712	22	46	3	1	14	0	0	1001	288.00	476.54	200.00	594.33	213.2	13	1000080160	8	0
712	22	46	3	2	14	0	0	1001	520.21	-205.22	-328.66	-277.98	431.4	13	1000080160	11	0
712	22	47	2	0	14	0	0	1001	536.71	4.84	-250.19	164.60	178.4	13	1000180400	36	0
712	22	47	2	1	14	0	10	1000	731.90	-81.51	-472.41	79.28	1084.9	13	1000080160	17	0
714	23	1	2	0	14	0	1	1005	1807.81	-513.40	-209.88	502.22	324.5	13	1000080160	14	0
714	23	1	2	1	14	0	1	1003	1008.94	-331.03	-166.78	723.41	1294.3	13	1000260560	12	0
714	23	6	3	0	14	0	1	1003	1551.72	-670.19	-321.13	-469.39	973.0	13	1000130270	11	0
714	23	6	3	1	14	0	1	1003	2767.58	-254.28	89.66	86.83	1482.8	13	1000180400	13	0
714	23	6	3	2	14	0	0	1001	812.91	693.61	476.92	346.54	1339.4	13	1000160320	12	0
714	23	8	2	0	14	0	10	1000	902.36	0.50	208.26	222.58	997.7	13	1000180400	11	0
714	23	8	2	1	14	0	0	1001	1490.77	-236.66	-240.41	325.81	1379.1	13	1000180400	9	0
714	23	10	1	0	14	0	0	1001	671.03	-340.10	-63.06	-79.86	569.3	13	1000280590	8	0
714	23	11	1	0	14	0	0	1001	750.70	-251.51	131.13	550.76	1213.1	13	1000180400	9	0
714	23	14	2	0	14	0	0	1001	554.41	42.84	-578.48	-244.35	298.0	13	1000140280	9	0
714	23	14	2	1	14	1	1	1006	2145.82	105.07	-239.26	-324.18	1109.1	14	1000080160	12	0
714	23	19	2	0	14	1	0	1002	1145.58	14.86	-137.06	519.09	305.7	14	1000180400	11	0
714	23	19	2	1	14	0	1	1004	943.98	87.00	242.88	34.15	970.1	13	1000180400	12	0
714	23	20	2	0	14	0	0	1001	513.53	198.65	216.35	363.10	1077.5	13	1000180400	21	0
714	23	20	2	1	14	0	1	1003	2098.71	80.52	-306.93	1003.29	946.5	13	1000140280	12	0
714	23	22	1	0	14	0	10	1000	729.49	184.14	-212.06	452.09	795.0	13	1000180400	11	0
714	23	25	1	0	14	1	1	1008	1039.95	-207.15	85.57	81.53	1577.7	14	1000180400	16	0
714	23	27	1	0	14	0	0	1001	885.42	137.53	-153.73	441.03	1400.7	13	1000180400	8	1
714	23	32	1	0	14	0	1	1005	1335.52	-12.45	-36.69	46.36	687.0	13	1000180400	12	1
714	23	36	1	0	14	0	1	1000	1681.41	-97.96	-33.12	-19.22	1306.3	13	1000180400	19	0
714	23	39	1	0	14	1	0	1002	303.52	150.54	-133.01	231.61	597.7	14	1000180400	9	1
714	23	40	2	0	14	0	1	1003	1210.86	-176.65	49.56	179.76	311.4	13	1000180400	24	1
714	23	40	2	1	14	0	0	1001	316.07	603.58	374.68	99.04	1200.6	13	1000140280	39	0
714	23	44	3	0	12	0	2	1091	2315.64	-244.29	198.25	-560.58	1387.4	11	1000140280	21	0
714	23	44	3	1	14	0	1	1003	634.63	198.27	109.14	301.74	1488.6	13	1000180400	11	1
714	23	44	3	2	14	1	0	1002	334.23	361.02	604.43	-492.31	820.0	14	1000080160	10	0
714	23	45	1	0	14	1	1	1008	698.58	-100.45	351.21	112.77	916.4	14	1000260560	24	0
714	23	48	1	0	14	0	1	1003	649.34	208.41	-137.04	115.45	175.6	13	1000260560	13	0
712	43	6	1	0	14	0	0	1001	691.17	-182.53	-138.47	400.05	472.0	13	1000180400	16	1
712	43	12	1	0	14	0	1	1003	1434.13	277.56	27.57	246.37	1507.5	13	1000060120	13	0
712	43	14	4	0	14	0	1	1003	1708.31	-136.81	162.32	315.86	241.8	13	1000180400	13	1
712	43	14	4	1	14	1	1	1007	2218.16	52.70	55.14	-40.28	758.9	14	1000180400	12	0
712	43	14	4	2	14	0	0	1001	596.28	-93.91	-227.19	460.61	529.5	13	1000180400	10	0
712	43	14	4	3	14	0	0	1001	511.23	-413.36	216.19	1002.74	299.7	13	1000080160	10	0
712	43	19	2	0	12	0	0	1001	962.15	-72.71	-98.09	271.55	240.2	11	1000180400	27	1
712	43	19	2	1	14	1	10	1000	1007.59	-130.81	-120.50	58.98	1578.2	14	1000180400	12	1
712	43	25	3	0	14	0	2	1091	2601.52	372.43	108.18	-484.74	592.3	13	1000200400	14	0
712	43	25	3	1	14	0	0	1001	740.62	111.48	-139.10	160.61	215.3	13	1000180400	15	1
712	43	25	3	2	14	1	0	1002	855.93	-107.56	198.42	-494.65	1103.1	14	1000200400	10	0
712	43	27	2	0	14	1	1	1006	1087.83	260.01	-32.11	510.08	133.6	14	1000260560	12	0
712	43	27	2	1	14	0	1	1004	1038.13	-91.95	-209.00	554.48	359.7	13	1000180400	12	0
712	43	28	1	0	14	0	0	1001	405.77	-121.26	186.99	157.95	670.7	13	1000180400	10	1
712	43	30	1	0	14	0	2	1091	754.50	13.73	211.55	-25.65	475.1	13	1000180400	14	0
712	43	31	1	0	14	0	10	1000	951.22	56.99	119.16	184.48	1391.4	13	1000180400	15	1
712	43	32	2	0	14	0	0	1001	430.15	371.84	-472.33	42.39	231.7	13	1000140280	8	0
712	43	32	2	1	14	1	1	1006	894.29	11.39	-52.99	29.07	1194.6	14	1000180400	13	1
712	43	36	2	0	14	0	0	1001	682.74	190.34	-224.57	272.53	315.3	13	1000180400	9	0
712	43	36	2	1	14	0	1	1003	2184.19	-98.58	-419.09	-262.53	144.6	13	1000080160	13	0
712	43	45	2	0	14	1	10	1000	518.66	-250.11	-207.67	-298.18	1375.0	14	1000140280	13	0
712	43	45	2	1	14	0	10	1000	662.15	-112.98	-179.25	243.95	1525.9	13	1000180400	13	1
712	43	50	1	0	14	0	1	1003	631.44	88.43	-110.53	35.05	552.8	13	1000180400	13	1
720	17	5	3	0	14	1	1	1007	2519.41	457.26	349.10	-319.68	825.3	14	1000080160	25	0
720	17	5	3	1	14	0	0	1001	1367.27	658.12	-36.80	809.63	199.3	13	1000080160	9	0
720	17	5	3	2	14	1	0	1002	653.38	-90.46	71.05	467.03	1117.2	14	1000180400	11	1
720	17	6	1	0	14	0	0	1001	917.38	17.05	-216.22	392.05	109.9	13	1000180400	10	0
720	17	19	2	0	14	1	1	1000	1277.18	163.01	-76.10	-436.45	802.1	14	1000200400	14	0
720	17	19	2	1	14	1	2	1092	1473.93	-20.88	155.48	261.27	410.0	14	1000180400	15	1
720	17	20	1	0	14	0	0	1001	354.11	210.95	124.42	-8.51	212.1	13	1000180400	9	0
720	17	22	1	0	14	0	1	1003	654.43	259.34	52.55	401.21	963.2	13	1000180400	35	0
720	17	24	2	0	14	1	1	1009	1344.54	-126.52	-154.46	401.03	1152.1	14	1000180400	13	1
720	17	24	2	1	14	0	0	1001	435.38	-25.73	-457.31	-172.53	642.3	13	1000080160	16	0
720	17	27	1	0	14	0	0	1001	432.85	-187.42	157.78	168.41	1581.1	13	1000180400	8	1
720	17	29	1	0	14	0	1	1005	1139.61	45.24	-54.33	-274.69	1113.1	13	1000080160	14	0
720	17	31	2	0	14	1	0	1002	688.73	298.84	-612.63	-265.77	1319.5	14	1000080160	9	0
720	17	31	2	1	14	0	0	1001	1287.29	-162.75	-88.24	478.66	699.5	13	1000180400	8	1
720	17	32	2	0	14	1	2	1092	4743.83	-157.18	-166.58	33.54	913.2	14	1000180400	16	1
720	17	32	2	1	14	0	0	1001	643.45	-245.56	-56.65	970.97	677.5	13	1000140280	8	0
720	17	34	1	0	14	0	0	1001	1372.73	-163.28	-23.30	430.02	1096.5	13	1000180400	16	1
720	17	38	1	0	14	1	0	1002	1722.94	-12.96	-89.47	20.79	1008.4	14	1000180400	12	1
720	17	43	2	0	14	0	10	1000	1319.17	-248.42	-13.96	23.17	743.3	13	1000180400	49	0
720	17	43	2	1	-14	0	0	1001	1013.20	147.55	-103.01	444.71	398.5	-13	1000180400	9	1
720	17	44	4	0	14	1	0	1002	232.07	-47.93	-133.17	497.52	1421.5	14	1000180400	9	1
720	17	44	4	1	14	0	1	1004	1010.79	-7.69	-34.81	997.15	491.2	13	1000140280	23	0
720	17	44	4	2	14	1	1	1008	1855.16	-80.89	-45.95	-490.90	781.5	14	1000130270	41	0
720	17	44	4	3	14	1	0	1002	381.58	403.13	-129.76	-312.49	352.9	14	1000080160	9	0
720	17	50	1	0	14	0	0	1001	1189.15	-71.85	56.72	535.79	1308.6	13	1000180400	10	0
719	0	4	1	0	14	1	0	1002	698.27	221.96	137.33	470.20	1308.6	14	1000180400	14	0
719	0	8	2	0	14	0	0	1001	466.56	243.43	-46.51	271.50	939.0	13	1000180400	10	0
719	0	8	2	1	14	1	0	1002	834.26	525.93	517.35	362.08	509.4	14	1000080160	9	0
719	0	9	2	0	14	0	0	1001	880.67	131.76	196.64	62.70	705.1	13	1000180400	8	1
719	0	9	2	1	14	0	0	1001	250.04	-376.54	85.38	120.77	404.7	13	1000240520	17	0
719	0	17	1	0	14	0	10	1000	974.64	36.42	125.14	342.99	752.6	13	1000180400	11	1
719	0	26	2	0	14	0	2	1091	473.41	190.61	-208.01	-369.99	143.6	13	1000200400	12	0
719	0	26	2	1	14	0	0	1001	912.10	-216.33	-24.05	59.54	118.1	13	1000180400	8	0
719	0	35	2	0	14	0	0	1001	2582.17	-220.03	-42.06	-399.97	312.6	13	1000080160	10	0
719	0	35	2	1	14	0	0	1001	869.89	-76.75	233.49	293.49	1166.8	13	1000180400	8	0
719	0	39	2	0	14	0	2	1091	5652.21	-68.63	-70.46	-797.49	697.2	13	1000080160	13	0
719	0	39	2	1	14	0	0	1001	228.00	473.67	-224.47	519.56	493.2	13	1000140280	31	0
719	0	41	2	0	14	1	1	1008	591.93	156.76	41.89	143.97	1219.3	14	1000180400	20	1
719	0	41	2	1	-14	0	10	1000	1214.59	341.75	100.98	-111.63	227.8	-13	1000240520	18	0
719	0	43	1	0	14	1	0	1002	665.72	-187.82	-32.38	59.10	818.5	14	1000180400	12	1
719	0	46	1	0	14	0	0	1001	178.40	-114.23	191.56	84.54	858.8	13	1000180400	10	1
719	0	48	1	0	14	0	1	1003	825.89	162.30	161.55	122.48	1484.2	13	1000180400	44	1
720	47	4	2	0	14	0	1	1003	1561.21	-42.33	61.76	-355.49	502.9	13	1000260560	22	0
720	47	4	2	1	14	0	0	1001	737.57	-69.41	44.33	487.24	664.5	13	1000180400	8	1
720	47	8	1	0	14	1	0	1002	1094.67	139.67	46.33	358.33	1153.3	14	1000180400	9	1
720	47	12	2	0	14	1	0	1002	496.54	93.31	157.14	102.90	498.5	14	1000180400	11	1
720	47	12	2	1	14	0	0	1001	1160.59	-482.57	167.20	-219.52	373.2	13	1000080160	9	0
720	47	13	1	0	14	0	0	1001	1359.03	152.96	-131.85	597.11	1445.4	13	1000180400	10	0
720	47	14	1	0	14	1	1	1009	1110.35	-17.57	73.61	72.03	911.6	14	1000180400	21	1
720	47	23	1	0	14	0	0	1001	882.31	-129.54	-98.71	528.30	305.3	13	1000180400	9	0
720	47	28	1	0	14	0	0	1001	1009.61	40.91	53.14	213.83	941.7	13	1000180400	10	1
720	47	32	2	0	14	1	0	1002	761.77	-387.50	302.58	-374.74	917.9	14	1000160320	9	0
720	47	32	2	1	14	0	0	1001	518.86	62.74	141.88	457.46	605.8	13	1000180400	9	1
720	47	36	1	0	14	0	2	1091	2451.94	-40.99	447.48	-303.70	657.8	13	1000080160	12	0
720	47	44	2	0	14	0	0	1001	1048.92	24.76	76.63	-311.80	961.2	13	1000140280	8	0
720	47	44	2	1	14	0	2	1091	1191.67	-462.38	-504.62	-402.40	218.6	13	1000080160	16	0
720	47	46	1	0	14	0	0	1001	986.58	-104.50	90.62	479.09	321.3	13	1000180400	9	1
715	94	1	2	0	14	0	1	1004	832.51	95.32	30.72	581.53	989.2	13	1000180400	29	0
715	94	1	2	1	14	0	0	1001	268.31	-705.14	-331.41	585.52	98.5	13	1000080160	8	0
715	94	7	2	0	14	0	10	1000	530.22	-77.70	-351.23	451.67	358.8	13	1000080160	15	0
715	94	7	2	1	14	0	0	1001	897.33	251.44	-109.73	75.15	1409.3	13	1000180400	9	0
715	94	8	4	0	14	1	0	1002	1846.82	5.43	175.23	1053.87	795.3	14	1000140280	11	0
715	94	8	4	1	14	0	0	1001	342.71	507.57	404.36	557.76	78.8	13	1000140280	8	0
715	94	8	4	2	14	0	0	1001	1261.60	-476.11	153.76	958.73	1170.6	13	1000080160	9	0
715	94	8	4	3	14	0	0	1001	871.06	-177.13	-413.96	150.62	426.1	13	1000200400	11	0
715	94	14	2	0	14	0	0	1001	1490.01	80.21	132.34	-443.48	1407.6	13	1000200400	9	0
715	94	14	2	1	14	0	0	1001	1131.64	188.18	-105.14	536.15	986.2	13	1000180400	9	0
715	94	15	2	0	14	0	0	1001	526.71	495.83	50.72	833.46	1054.6	13	1000080160	13	0
715	94	15	2	1	14	1	0	1002	348.88	-209.99	-466.94	967.04	529.1	14	1000140280	10	0
715	94	18	1	0	14	0	0	1001	498.77	-175.98	178.09	246.65	1202.5	13	1000180400	19	1
715	94	19	1	0	14	1	1	1008	704.81	-78.43	-166.63	295.60	1147.8	14	1000180400	13	1
715	94	20	2	0	14	0	0	1001	793.29	-230.59	-19.62	184.56	938.2	13	1000180400	10	0
715	94	20	2	1	14	0	0	1001	359.76	-539.20	-419.79	-205.22	601.3	13	1000080160	17	0
715	94	26	1	0	14	0	0	1001	576.14	-81.45	191.02	134.93	842.0	13	1000180400	9	1
715	94	27	1	0	14	0	1	1003	791.15	-207.78	-187.72	-287.67	336.3	13	1000080160	16	0
715	94	29	2	0	14	0	0	1001	231.34	572.38	-571.57	-324.52	1300.3	13	1000080160	14	0
715	94	29	2	1	14	0	0	1001	656.74	146.83	-76.18	-198.41	206.0	13	1000060120	8	0
715	94	32	1	0	14	0	0	1001	905.72	-198.23	188.74	-41.63	1460.0	13	1000180400	9	0
715	94	33	2	0	14	0	0	1001	979.37	-478.51	218.74	936.26	147.1	13	1000080160	8	0
715	94	33	2	1	14	0	0	1001	784.49	-23.92	-57.88	314.81	584.1	13	1000180400	25	1
715	94	35	1	0	14	0	1	1005	2323.40	213.61	-44.62	479.65	361.9	13	1000280590	12	0
715	94	36	3	0	14	0	1	1004	1074.37	21.42	-139.72	526.00	1232.7	13	1000180400	14	0
715	94	36	3	1	14	1	0	1002	651.32	553.02	-118.92	685.32	347.1	14	1000140280	14	0
715	94	36	3	2	14	0	2	1091	3873.39	-0.25	35.32	-559.09	192.4	13	1000140280	11	0
719	5	1	3	0	14	0	0	1001	425.76	90.09	-43.62	-422.51	443.2	13	1000110230	8	0
719	5	1	3	1	14	1	0	1002	143.50	663.95	-143.85	994.95	907.1	14	1000140280	23	0
719	5	1	3	2	14	1	0	1002	671.42	178.06	-213.55	348.45	1511.3	14	1000180400	12	0
719	5	3	1	0	14	0	1	1004	1472.61	-185.25	6.30	426.38	831.8	13	1000180400	11	1
719	5	15	1	0	14	0	1	1003	1105.80	-23.85	36.20	406.93	206.1	13	1000180400	29	1
719	5	16	2	0	14	0	0	1001	995.65	-482.60	-568.72	368.33	130.2	13	1000130270	8	0
719	5	16	2	1	-14	0	2	1091	1823.01	16.86	226.04	328.84	1284.2	-13	1000180400	16	0
719	5	18	2	0	14	0	0	1001	413.07	-94.82	71.54	285.30	70.9	13	1000180400	9	1
719	5	18	2	1	14	0	2	1091	4648.51	35.04	275.78	710.95	1010.7	13	1000080160	18	0
719	5	29	1	0	14	0	1	1003	986.33	-220.25	-96.51	404.03	1362.8	13	1000180400	42	0
719	5	31	2	0	14	0	0	1001	429.55	-529.39	-260.69	-324.94	1451.9	13	1000140280	8	0
719	5	31	2	1	14	0	0	1001	787.30	-197.29	100.80	188.39	180.4	13	1000180400	9	1
719	5	32	2	0	14	0	1	1004	2524.53	617.23	416.94	844.13	596.4	13	1000200400	14	0
719	5	32	2	1	14	1	0	1002	1007.49	7.92	-40.25	303.48	1584.1	14	1000180400	15	1
719	5	34	1	0	14	0	0	1001	1071.56	28.71	-140.88	-29.93	892.2	13	1000180400	37	0
719	5	36	2	0	14	0	0	1001	1932.74	-67.90	-86.90	403.35	1437.2	13	1000180400	10	1
719	5	36	2	1	14	1	0	1002	692.73	-270.18	172.47	-401.03	1108.7	14	1000200400	9	0
719	5	38	1	0	14	0	0	1001	447.17	70.55	-9.26	44.88	1256.3	13	1000180400	10	1
711	60	1	1	0	14	0	0	1001	1159.35	-320.11	213.35	207.13	409.4	13	1000070140	9	0
711	60	5	1	0	14	1	2	1092	5328.72	144.58	-44.70	308.83	694.9	14	1000180400	12	1
711	60	13	1	0	14	1	0	1002	810.19	47.34	-53.34	464.05	151.8	14	1000180400	10	1
711	60	16	1	0	14	0	0	1001	464.64	-162.69	141.22	633.60	1215.5	13	1000180400	23	0
711	60	19	2	0	14	0	2	1091	2496.22	-215.41	39.73	580.92	268.4	13	1000180400	19	0
711	60	19	2	1	14	0	0	1001	1000.37	257.67	-183.28	342.48	1093.0	13	1000180400	24	0
711	60	31	1	0	14	1	0	1002	541.63	73.95	177.35	-14.06	191.5	14	1000180400	10	0
711	60	34	1	0	14	0	0	1001	324.82	203.60	163.20	332.05	1265.0	13	1000180400	10	0
711	60	49	1	0	14	0	0	1001	1603.03	71.06	-110.45	-32.31	836.3	13	1000180400	9	0
711	60	50	2	0	14	0	0	1001	398.58	-178.51	-202.22	-401.64	1276.7	13	1000080160	9	0
711	60	50	2	1	14	0	2	1091	3025.83	-228.12	-91.59	-465.79	762.6	13	1000160320	16	0
715	60	1	3	0	14	0	1	1003	3116.44	-30.71	-24.49	-311.06	1090.8	13	1000140280	11	0
715	60	1	3	1	14	0	2	1091	2785.41	-559.86	272.57	365.27	1056.6	13	1000140280	17	0
715	60	1	3	2	14	0	2	1091	4459.31	-143.39	84.03	-351.71	542.3	13	1000140280	14	0
715	60	4	2	0	14	0	0	1001	1488.43	95.52	94.29	-461.88	1294.2	13	1000080160	9	0
715	60	4	2	1	14	1	10	1000	325.08	663.94	-692.14	426.02	1134.2	14	1000110230	14	0
715	60	6	1	0	-14	0	0	1001	451.57	-206.85	-121.01	260.98	88.3	-13	1000180400	9	0
715	60	12	1	0	14	0	2	1091	3200.51	109.00	110.60	614.19	840.4	13	1000180400	14	0
715	60	13	2	0	12	0	0	1001	451.68	278.35	97.71	-287.02	203.7	11	1000080160	9	0
715	60	13	2	1	14	0	0	1001	997.51	236.78	-259.16	359.75	90.7	13	1000180400	33	0
715	60	21	2	0	14	0	10	1000	1140.20	221.59	-178.66	381.07	1433.1	13	1000180400	12	0
715	60	21	2	1	14	0	0	1001	1261.56	-48.96	-83.51	-323.65	484.7	13	1000130270	11	0
715	60	25	2	0	14	0	0	1001	476.57	-55.90	68.15	587.52	288.1	13	1000180400	9	0
715	60	25	2	1	14	1	0	1002	383.58	433.65	-360.15	-397.10	1259.5	14	1000080160	23	0
715	60	26	2	0	14	0	1	1005	1193.54	-226.89	198.21	-11.04	59.1	13	1000180400	12	0
715	60	26	2	1	14	0	2	1091	2099.79	-531.60	-296.04	863.07	714.3	13	1000140280	14	0
715	60	29	4	0	14	1	1	1009	3784.43	-126.08	437.79	-1063.16	422.7	14	1000130270	33	0
715	60	29	4	1	14	0	0	1001	884.47	-501.46	326.08	774.34	863.7	13	1000080160	9	0
715	60	29	4	2	14	1	0	1002	2510.84	-349.34	-594.77	498.99	515.2	14	1000110230	12	0
715	60	29	4	3	14	1	0	1002	307.77	28.00	12.47	107.89	1011.7	14	1000180400	10	1
715	60	30	2	0	14	1	0	1002	205.41	-199.62	-520.94	462.78	1248.4	14	1000140280	9	0
715	60	30	2	1	14	0	0	1001	729.46	-257.87	89.83	-287.02	123.5	13	1000140280	14	0
715	60	35	3	0	-14	1	0	1002	1276.93	-675.35	507.68	-57.43	832.6	-14	1000200400	9	0
715	60	35	3	1	14	0	1	1003	858.59	-171.07	-46.00	398.74	1210.1	13	1000180400	12	1
715	60	35	3	2	14	1	1	1008	520.07	-7.56	-193.69	-499.32	572.2	14	1000080160	11	0
715	60	37	2	0	14	0	1	1003	973.34	645.65	-432.16	948.38	244.9	13	1000200400	19	0
715	60	37	2	1	14	0	2	1091	2708.13	432.29	-478.59	-150.80	205.7	13	1000080160	15	0
715	60	41	2	0	14	0	0	1001	274.75	464.06	-25.27	-271.04	960.7	13	1000140280	12	0
715	60	41	2	1	14	1	2	1092	1106.94	-131.56	-17.33	-6.11	250.0	14	1000180400	12	0
715	60	48	1	0	14	1	1	1008	597.74	-209.14	193.99	-306.94	767.8	14	1000080160	22	0
715	60	49	2	0	14	0	2	1091	3926.95	-123.04	-381.96	-381.01	85.4	13	1000130270	23	0
715	60	49	2	1	14	0	10	1000	976.78	-363.79	-80.70	-506.70	1520.2	13	1000200400	12	0
717	83	1	2	0	14	1	1	1007	1156.03	179.08	69.43	474.90	948.5	14	1000180400	11	1
717	83	1	2	1	14	0	0	1001	515.69	-270.07	188.41	605.49	1139.6	13	1000060120	9	0
